"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(failed_mapped) mapped reads"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"SRX23148725_cl28_it2"	"SRX23148725"	"cl28"	"it2"	"MG770349:MG770349;"	"0.88"	"1122"	"852"	"75"	"9"	"0"	"85"	"11"	"1"	"75"	"2.153e-07"	"48"	"Unclassified Kammavanpettai virus"	"SPECIES"	"unknown"	"Unclassified Kammavanpettai virus"	"2282480"	"unknown"	"RNA"	"N"	"10"	"Vertebrate"	"6.68"	"acc|GENBANK|OR047178.1|Orthonairovirus"	"acc|GENBANK|OR047178.1|Orthonairovirus haemorrhagiae strain BA04032 segment L, complete sequence|Orthonairovirus haemorrhagiae|VRL|21-AUG-2023 "	"100.0"	"1122"	"12232"	"98"	"0"	"0"	"301"	"398"	"12231"	"12134"	"5e-43"	"182.0"	660954.0	"megahit_scaffold18|size1124"	1.0	9.99	0.36	0.0	"spades_scaffold5|size2634"	35.0	3.12	"3119.43"	""	4590696851.0	97.0	33.8	0.001736043	118180.0	7.0	1029839.0	2.1773593061163723	46267775.0	97.82264069388363	0.0	0.0	47297614.0	100.0	665010.0	1.4060117282026108	0.0	0.0	0.0	613.0	129046.0	285069.0	83.5	16.7	100183434.0	68074364.0	0.0	0.0	201367.0	0.0	46267775.0	17702.0	201364.0	613.0	414236.0	396534.0	0.965619	"Unknown Library"	4493911362.0	97.0	33.8	0.004225223	9316.0	4.0	35407.0	0.07646774686024818	46267775.0	99.92353225313974	0.0	0.0	46303182.0	100.0	14098.0	0.030447151558612107	0.0	0.0	0.0	613.0	4447.0	13163.0	104.1	60.2	3397945.0	2204854.0	0.0	0.0	3.0	35.0	2.0	5.0	1.0	35.0	0.0	0.0	40.0	0.0	0.0	0.0	16.0	16.0	19.0	19.0	1.19	1.19	3.0	3.0	1.0	2.0	2.0	5.0	3.0	5.0	0.0	0.0	5.0	6.0	1709.85	0.0	14960.0	551.0	97.0	97.0	97.0	95.0	95.0	86.0	51.0	0.0	27.0
"SRX23148725_cl35_it2"	"SRX23148725"	"cl35"	"it2"	"KM972720:KM972720;"	"1.0"	"1234"	"4467"	"87"	"0"	"0"	"562"	"648"	"18"	"104"	"3.816e-16"	"72"	"Tete orthobunyavirus"	"SPECIES"	"unknown"	"Tete orthobunyavirus"	"35319"	"TeObV"	"RNA"	"N"	"M"	"Human,Vertebrate,Invertebrate"	"7.05"	"acc|GENBANK|MK922981.1|Lampetra"	"acc|GENBANK|MK922981.1|Lampetra aepyptera voucher R2194 retrotransposon R2 reverse transcriptase gene, partial cds|Lampetra aepyptera|VRT|29-SEP-2019 "	"93.258"	"1234"	"2106"	"445"	"27"	"2"	"289"	"731"	"1588"	"2031"	"0.0"	"652.0"	56947.0	"megahit_scaffold38|size1234"	0.0	0.0	14.07	0.0	""	37.0	3.0	"2998.38"	""	4590696851.0	97.0	33.8	0.006864948	2178774.0	32211.0	3964786.0	8.382634269880928	43332828.0	91.61736573011908	0.0	0.0	47297614.0	100.0	3464344.0	7.324563983290997	0.0	0.0	0.0	2531.0	230187.0	1509067.0	122.7	43.2	383477561.0	317376623.0	0.0	0.0	485662.0	0.0	43332828.0	99060.0	485658.0	2531.0	1739562.0	1640502.0	0.950029	"Unknown Library"	4226223280.0	97.0	33.8	0.008841749	135720.0	4264.0	198124.0	0.45513362537993657	43332828.0	99.54486637462007	0.0	0.0	43530952.0	100.0	190478.0	0.4375691117437542	0.0	0.0	0.0	2531.0	18288.0	80543.0	137.3	69.1	19003990.0	15349904.0	0.0	0.0	1.0	52.0	2.0	3.0	1.0	52.0	0.0	0.0	55.0	0.0	0.0	0.0	25.0	25.0	25.0	25.0	1.0	1.0	4.0	1.0	5.0	0.0	5.0	9.0	4.0	9.0	0.0	1.0	11.0	1.0	9523.73	0.0	26387.0	6837.0	97.0	97.0	97.0	97.0	95.0	93.0	0.0	0.0	0.0
"SRX23148725_cl76_it2"	"SRX23148725"	"cl76"	"it2"	"DQ211617:DQ211617;"	"0.986"	"12148"	"12151"	"11889"	"166"	"0"	"31"	"11919"	"25"	"11913"	"0.0"	"7808"	"Crimean-Congo hemorrhagic fever orthonairovirus"	"SPECIES"	"unknown"	"Crimean-Congo hemorrhagic fever orthonairovirus"	"1980519"	"CCHFV"	"RNA"	"N"	"L"	"Human,Vertebrate,Invertebrate"	"97.87"	"acc|GENBANK|PP116320.1|MAG:"	"acc|GENBANK|PP116320.1|MAG: Orthonairovirus haemorrhagiae isolate GE/Ser-H/2023 segment L, complete sequence|Orthonairovirus haemorrhagiae|ENV|10-FEB-2024 "	"100.0"	"12148"	"12124"	"12112"	"0"	"0"	"30"	"12141"	"7"	"12118"	"0.0"	"22367.0"	1980519.0	"spades_scaffold1|size12148"	1.0	25.69	27.22	0.0	"megahit_scaffold1|size12148"	36.0	0.3	"296.35"	""	4590696851.0	97.0	33.8	0.003299678	208352.0	0.0	648027.0	1.3701050543479847	46649587.0	98.62989494565201	0.0	0.0	47297614.0	100.0	646602.0	1.3670922173790838	0.0	0.0	0.0	339.0	5760.0	317843.0	189.6	55.8	63174717.0	63143129.0	0.0	0.0	721.0	0.0	46649587.0	300928.0	718.0	339.0	323653.0	125378.0	0.388061	"Unknown Library"	4566234088.0	97.0	33.8	0.003510315	135826.0	0.0	396553.0	0.8429023082446297	46649587.0	99.15709769175537	0.0	0.0	47046140.0	100.0	395934.0	0.8415865786226032	0.0	0.0	0.0	339.0	4533.0	193703.0	191.5	60.2	38711954.0	38693393.0	0.0	0.0	0.0	33.0	0.0	0.0	1.0	33.0	0.0	0.0	33.0	0.0	0.0	0.0	20.0	20.0	13.0	13.0	0.65	0.65	1.0	0.0	1.0	11.0	6.0	5.0	0.0	2.0	0.0	0.0	6.0	1.0	2764.51	0.0	4812.0	2733.0	100.0	100.0	100.0	100.0	100.0	99.0	0.0	0.0	0.0
"SRX24583791_cl0_it2"	"SRX24583791"	"cl0"	"it2"	"NC_045512:NC_045512;"	"0.961"	"29770"	"29903"	"9963"	"388"	"0"	"3492"	"13445"	"3518"	"13480"	"0.0"	"6416"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"33.47"	"acc|GENBANK|OR882283.1|Severe"	"acc|GENBANK|OR882283.1|Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-231124363727/2023 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds|Severe acute respiratory syndrome coronavirus 2|VRL|30-NOV-2023 "	"99.508"	"29770"	"29759"	"12002"	"59"	"0"	"7753"	"19754"	"7727"	"19728"	"0.0"	"21939.0"	2697049.0	"acc-GENBANK-PP063748.1-Severe"	5.0	41.05	28.3	0.0	"megahit_scaffold2|size6534,megahit_scaffold3|size3380,spades_scaffold2|size6222,spades_scaffold3|size4471,spades_scaffold4|size3380"	1178.0	3.96	"3960.36"	""	14675422.0	199.0	38.2	0.0005065826	7350.0	0.0	73401.0	99.56458045088304	321.0	0.43541954911695285	0.0	0.0	73722.0	100.0	73110.0	99.16985431757142	0.0	0.0	0.0	883.0	8938.0	27723.0	244.4	93.4	14613800.0	14508986.0	0.0	0.0	3.0	0.0	321.0	82481.0	2.0	883.0	36699.0	7077.0	0.192858	"Unknown Library"	11796351.0	198.0	38.2	0.0005336433	6214.0	0.0	59245.0	99.46110197092301	321.0	0.5388980290769901	0.0	0.0	59566.0	100.0	58962.0	98.98599872410435	0.0	0.0	0.0	883.0	7522.0	22063.0	243.3	98.7	11734729.0	11644483.0	0.0	0.0	11.0	34.0	4.0	15.0	1.0	34.0	0.0	0.0	49.0	0.0	0.0	0.0	11.0	11.0	17.0	17.0	1.55	1.55	7.0	0.0	1.0	3.0	1.0	1.0	3.0	2.0	1.0	0.0	5.0	4.0	241.64	0.0	1288.0	134.0	97.0	96.0	93.0	75.0	56.99999999999999	40.0	16.0	7.000000000000001	4.0
"SRX24583791_cl1_it2"	"SRX24583791"	"cl1"	"it2"	"NC_045512:NC_045512;"	"0.96"	"16238"	"29903"	"8103"	"324"	"0"	"10164"	"2062"	"13450"	"21552"	"0.0"	"5398"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"49.9"	"acc|GENBANK|OR957924.1|Severe"	"acc|GENBANK|OR957924.1|Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-PHL-035019/2023 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, complete cds; ORF3a protein (ORF3a) gene, partial cds; envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds|Severe acute respiratory syndrome coronavirus 2|VRL|13-DEC-2023 "	"99.282"	"16238"	"29706"	"7937"	"57"	"0"	"3825"	"11761"	"19702"	"11766"	"0.0"	"14443.0"	2697049.0	"spades_scaffold1|size16238"	1.0	56.3	71.7	0.0	"megahit_scaffold1|size20110"	1616.0	9.96	"9958.12"	""	14675422.0	199.0	38.2	0.0004841737	4063.0	0.0	41600.0	56.428203250047474	32122.0	43.571796749952526	0.0	0.0	73722.0	100.0	41334.0	56.06738829657362	0.0	0.0	0.0	452.0	4583.0	16187.0	251.5	96.0	8421113.0	8391616.0	0.0	0.0	20.0	0.0	32122.0	49857.0	16.0	452.0	20790.0	3790.0	0.182596	"Unknown Library"	13079572.0	198.0	38.2	0.0005112216	3476.0	0.0	34004.0	51.423040861385836	32122.0	48.576959138614164	0.0	0.0	66126.0	100.0	33762.0	51.05707286090192	0.0	0.0	0.0	452.0	4015.0	12965.0	248.5	101.2	6825263.0	6799399.0	0.0	0.0	7.0	17.0	4.0	11.0	1.0	17.0	0.0	0.0	28.0	0.0	0.0	0.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	3.0	259.8	0.0	1288.0	139.0	91.0	90.0	87.0	72.0	59.0	39.0	19.0	9.0	0.0
"SRX24653055_cl0_it2"	"SRX24653055"	"cl0"	"it2"	"NC_045512:NC_045512;"	"0.997"	"26978"	"29903"	"13227"	"40"	"0"	"26754"	"13540"	"254"	"13480"	"0.0"	"8921"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"49.03"	"acc|GENBANK|OR151607.1|Severe"	"acc|GENBANK|OR151607.1|Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MEX/NLE_7657/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; ORF7b gene, complete sequence; ORF8 protein (ORF8) gene, complete cds; nucleocapsid phosphoprotein (N) gene, partial cds; and ORF10 protein (ORF10) gene, complete cds|Severe acute respiratory syndrome coronavirus 2|VRL|21-JUN-2023 "	"99.807"	"26978"	"29749"	"26923"	"49"	"1"	"55"	"26974"	"26940"	"18"	"0.0"	"49483.0"	2697049.0	"megahit_scaffold1|size26978"	1.0	99.99	91.45	0.0	"spades_scaffold1|size29803"	50.0	0.19	"189.04"	""	256304170.0	75.0	33.8	0.0003879085	90816.0	0.0	3133958.0	91.37740306255442	295728.0	8.622596937445586	0.0	0.0	3429686.0	100.0	3130294.0	91.27057112517006	0.0	0.0	0.0	1301.0	42050.0	1523949.0	163.9	63.8	234206527.0	234117040.0	0.0	0.0	248.0	0.0	295728.0	486636.0	245.0	1301.0	1566855.0	1099667.0	0.701853	"Unknown Library"	91584315.0	74.0	33.8	0.0003582172	24879.0	0.0	934379.0	75.95916452796384	295728.0	24.040835472036175	0.0	0.0	1230107.0	100.0	931674.0	75.7392649582516	0.0	0.0	0.0	1301.0	19657.0	446921.0	165.4	71.0	69486672.0	69452280.0	0.0	0.0	0.0	17.0	0.0	0.0	1.0	17.0	0.0	0.0	17.0	0.0	0.0	0.0	9.0	9.0	8.0	8.0	0.89	0.89	1.0	3.0	1.0	0.0	0.0	1.0	2.0	1.0	2.0	0.0	1.0	5.0	2241.69	0.0	6492.0	2280.0	100.0	100.0	100.0	98.0	95.0	95.0	91.0	87.0	83.0
"SRX24653055_cl1_it2"	"SRX24653055"	"cl1"	"it2"	"NC_045512:NC_045512;"	"0.985"	"2880"	"29903"	"1257"	"19"	"0"	"1289"	"2536"	"28274"	"29530"	"1.161e-265"	"813"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"43.65"	"acc|GENBANK|OW785882.1|Severe"	"acc|GENBANK|OW785882.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1|Severe acute respiratory syndrome coronavirus 2|VRL|17-MAY-2022 "	"100.0"	"2880"	"29715"	"2680"	"0"	"0"	"174"	"2853"	"27029"	"29708"	"0.0"	"4950.0"	2697049.0	"megahit_scaffold2|size2880"	0.0	0.0	8.53	0.0	""	199.0	6.94	"6944.44"	""	256304170.0	75.0	33.8	0.0003664566	8002.0	0.0	292503.0	8.528565005659411	3137183.0	91.4714349943406	0.0	0.0	3429686.0	100.0	292194.0	8.519555434520829	0.0	0.0	0.0	59.0	4140.0	142040.0	162.9	63.7	21857219.0	21836147.0	0.0	0.0	55.0	0.0	3137183.0	50878.0	54.0	59.0	146224.0	98219.0	0.671761	"Unknown Library"	241583872.0	75.0	33.8	0.0003473833	2475.0	0.0	96011.0	2.969540336892868	3137183.0	97.03045966310712	0.0	0.0	3233194.0	100.0	95784.0	2.962519415785134	0.0	0.0	0.0	59.0	2085.0	45883.0	165.1	70.7	7136921.0	7124694.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2152.12	0.0	4649.0	2198.0	93.0	93.0	93.0	93.0	93.0	93.0	0.0	0.0	85.0
"SRX26211983_cl11_it2"	"SRX26211983"	"cl11"	"it2"	"MK213332:MK213332;"	"0.96"	"1027"	"1093"	"759"	"30"	"0"	"23"	"781"	"18"	"776"	"2.1099999999999998e-151"	"474"	"Influenza A virus"	"SPECIES"	"unknown"	"Influenza A virus"	"11320"	"IV-A"	"RNA"	"N"	"7"	"Human,Vertebrate"	"73.9"	"acc|GENBANK|OR269890.1|Influenza"	"acc|GENBANK|OR269890.1|Influenza A virus (A/Thalasseus acuflavidus/EspiritoSanto/1339_N2/2023(H5N1)) segment 7 nonfunctional matrix protein 2 (M2) gene, complete sequence; and matrix protein 1 (M1) gene, complete cds|Influenza A virus|VRL|13-NOV-2023 "	"98.992"	"1027"	"1045"	"992"	"10"	"0"	"4"	"995"	"1"	"992"	"0.0"	"1777.0"	11320.0	"acc-GENBANK-MW137852.1-Influenza"	2.0	20.72	27.41	0.0	"spades_scaffold47|size1271,megahit_scaffold14|size2120"	0.0	0.0	"0.00"	""	198696761.0	148.0	33.8	0.00447362	171547.0	0.0	258577.0	19.248784002882363	1084765.0	80.75121599711763	0.0	0.0	1343342.0	100.0	257170.0	19.144045224522124	0.0	0.0	0.0	515.0	2795.0	125869.0	346.5	113.4	38388415.0	38346347.0	0.0	0.0	257.0	0.0	1084765.0	40956.0	254.0	515.0	129160.0	89952.0	0.696729	"Unknown Library"	171832072.0	148.0	33.8	0.003871284	44611.0	0.0	78419.0	6.741753669238916	1084765.0	93.25824633076108	0.0	0.0	1163184.0	100.0	77748.0	6.68406718111666	0.0	0.0	0.0	515.0	1577.0	37376.0	351.5	142.8	11523726.0	11523567.0	0.0	0.0	0.0	63.0	0.0	0.0	1.0	63.0	0.0	0.0	63.0	0.0	0.0	0.0	32.0	32.0	31.0	31.0	0.97	0.97	10.0	3.0	3.0	5.0	4.0	5.0	2.0	5.0	4.0	6.0	6.0	10.0	10174.17	15.0	14497.0	10602.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0
"SRX26211983_cl17_it2"	"SRX26211983"	"cl17"	"it2"	"MH134633:MH134633;"	"0.949"	"3688"	"890"	"714"	"36"	"0"	"1810"	"2523"	"3"	"716"	"1.105e-142"	"452"	"Influenza A virus"	"SPECIES"	"unknown"	"Influenza A virus"	"11320"	"IV-A"	"RNA"	"N"	"8"	"Human,Vertebrate"	"19.36"	"acc|GENBANK|OR591755.1|Influenza"	"acc|GENBANK|OR591755.1|Influenza A virus (A/Peruvian booby/Peru/A296/2022(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds|Influenza A virus|VRL|28-SEP-2023 "	"98.98"	"3688"	"904"	"882"	"9"	"0"	"1816"	"2697"	"23"	"904"	"0.0"	"1580.0"	11320.0	"spades_scaffold3|size3688"	0.0	27.48	0.0	0.0	""	28.0	0.76	"759.22"	""	198696761.0	148.0	33.8	0.002479469	127272.0	5.0	345956.0	25.753382236243638	997386.0	74.24661776375636	0.0	0.0	1343342.0	100.0	344652.0	25.656310902212542	0.0	0.0	0.0	551.0	3705.0	168685.0	352.9	119.6	51383745.0	51330338.0	0.0	0.0	330.0	0.0	997386.0	62112.0	312.0	551.0	172813.0	114545.0	0.663096	"Unknown Library"	164487362.0	148.0	33.8	0.002876484	49373.0	5.0	116554.0	10.463220640249924	997386.0	89.53677935975007	0.0	0.0	1113940.0	100.0	115918.0	10.406126003195864	0.0	0.0	0.0	551.0	2011.0	56009.0	362.9	145.7	17174346.0	17164357.0	0.0	0.0	1.0	17.0	0.0	1.0	1.0	17.0	0.0	0.0	18.0	0.0	0.0	0.0	1.0	1.0	16.0	16.0	16.0	16.0	5.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	2.0	4265.43	0.0	11802.0	3920.0	99.0	99.0	99.0	99.0	99.0	98.0	0.0	94.0	0.0
"SRX26211983_cl3_consensus"	"SRX26211983"	"cl3"	"consensus"	"CY015029:CY015029;"	"0.98"	"314"	"1565"	"309"	"6"	"0"	"5"	"313"	"1"	"309"	"2.31e-59"	"200"	"Influenza A virus"	"SPECIES"	"unknown"	"Influenza A virus"	"11320"	"IV-A"	"RNA"	"N"	"5"	"Human,Vertebrate"	"98.41"	"acc|GENBANK|PP599466.1|Influenza"	"acc|GENBANK|PP599466.1|Influenza A virus (A/Bovine/texas/24-029328-01/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds|Influenza A virus|VRL|30-APR-2024 "	"99.677"	"314"	"1565"	"310"	"1"	"0"	"5"	"314"	"1"	"310"	"8.57e-160"	"568.0"	11320.0	"spades_scaffold504|size314"	2.0	6.19	6.1	0.0	"megahit_scaffold33|size1602,spades_scaffold31|size1593"	""	""	""	""	198696761.0	148.0	33.8	0.1001037	186279.0	521.0	15098.0	1.1239133444796634	1328244.0	98.87608665552034	0.0	0.0	1343342.0	100.0	8532.0	0.6351323787985487	0.0	0.0	0.0	15.0	152.0	4114.0	236.6	70.2	2246128.0	1860861.0	0.0	0.0	6528.0	0.0	1328244.0	2804.0	6451.0	15.0	4285.0	2089.0	0.704001	"Unknown Library"	197106732.0	148.0	33.8	0.07374642	40005.0	123.0	4469.0	0.33533101275368365	1328244.0	99.66466898724632	0.0	0.0	1332713.0	100.0	4368.0	0.3277524868445044	0.0	0.0	0.0	15.0	112.0	2072.0	222.8	71.3	656099.0	542467.0	0.0	0.0	0.0	134.0	0.0	0.0	1.0	134.0	0.0	0.0	134.0	0.0	0.0	0.0	92.0	92.0	42.0	42.0	0.46	0.46	4.0	7.0	10.0	10.0	20.0	13.0	15.0	9.0	13.0	8.0	10.0	15.0	1439.53	396.0	1816.0	1531.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0
"SRX26211983_cl7_it2"	"SRX26211983"	"cl7"	"it2"	"MH134633:MH134633;"	"0.94"	"2437"	"890"	"558"	"33"	"0"	"660"	"1217"	"159"	"716"	"1.98e-108"	"347"	"Influenza A virus"	"SPECIES"	"unknown"	"Influenza A virus"	"11320"	"IV-A"	"RNA"	"N"	"8"	"Human,Vertebrate"	"22.9"	"acc|GENBANK|OR591755.1|Influenza"	"acc|GENBANK|OR591755.1|Influenza A virus (A/Peruvian booby/Peru/A296/2022(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds|Influenza A virus|VRL|28-SEP-2023 "	"98.636"	"2437"	"904"	"733"	"10"	"0"	"659"	"1391"	"172"	"904"	"0.0"	"1299.0"	11320.0	"megahit_scaffold26|size2437"	0.0	0.0	19.25	0.0	""	83.0	3.41	"3405.83"	""	198696761.0	148.0	33.8	0.005461382	208425.0	15948.0	266752.0	19.85734087075369	1076590.0	80.14265912924631	0.0	0.0	1343342.0	100.0	262712.0	19.556598394154282	0.0	0.0	0.0	1537.0	6236.0	125408.0	377.2	186.3	39483229.0	38163417.0	0.0	0.0	2824.0	0.0	1076590.0	43073.0	2795.0	1537.0	131964.0	90903.0	0.692032	"Unknown Library"	171245920.0	148.0	33.8	0.009014813	101827.0	6352.0	82151.0	7.08967750342829	1076590.0	92.91032249657171	0.0	0.0	1158741.0	100.0	81312.0	7.017271331557268	0.0	0.0	0.0	1537.0	3554.0	37324.0	358.6	213.2	12032388.0	11295520.0	0.0	0.0	1.0	125.0	5.0	6.0	1.0	125.0	0.0	0.0	131.0	0.0	0.0	0.0	74.0	74.0	49.0	49.0	0.66	0.66	7.0	3.0	4.0	19.0	14.0	20.0	16.0	6.0	8.0	4.0	11.0	11.0	4183.36	0.0	12308.0	2071.0	97.0	97.0	97.0	96.0	96.0	96.0	0.0	0.0	0.0
