# id: 'quast_custom'
# section_name: 'CLUSTER: Quast'
# format: 'tsv'
# description: 'QUAST is a quality assessment tool for genome assemblies, written by the Center for Algorithmic Biotechnology.DOI: 10.1093/bioinformatics/btt086.'
"(quast) Assembly"	"(quast) # contigs (>= 0 bp)"	"(quast) # contigs (>= 1000 bp)"	"(quast) # contigs (>= 5000 bp)"	"(quast) # contigs (>= 10000 bp)"	"(quast) # contigs (>= 25000 bp)"	"(quast) # contigs (>= 50000 bp)"	"(quast) Total length (>= 0 bp)"	"(quast) Total length (>= 1000 bp)"	"(quast) Total length (>= 5000 bp)"	"(quast) Total length (>= 10000 bp)"	"(quast) Total length (>= 25000 bp)"	"(quast) Total length (>= 50000 bp)"	"(quast) # contigs"	"(quast) Largest contig"	"(quast) Total length"	"(quast) GC (%)"	"(quast) N50"	"(quast) N90"	"(quast) auN"	"(quast) L50"	"(quast) L90"	"(quast) # N's per 100 kbp"	"sample"	"cluster"	"step"
"Sansa-reference_cl3_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9022"	"9022"	"9022"	"0"	"0"	"0"	"1"	"9022"	"9022"	"39.66"	"9022"	"9022"	"9022.0"	"1"	"1"	"0.00"	"Sansa-reference"	"cl3"	"it2"
"Jaime-virosaurus_cl21_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9042"	"9042"	"9042"	"0"	"0"	"0"	"1"	"9042"	"9042"	"41.53"	"9042"	"9042"	"9042.0"	"1"	"1"	"320.73"	"Jaime-virosaurus"	"cl21"	"it2"
"Daenerys-reference_cl2_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9516"	"9516"	"9516"	"0"	"0"	"0"	"1"	"9516"	"9516"	"41.57"	"9516"	"9516"	"9516.0"	"1"	"1"	"5474.99"	"Daenerys-reference"	"cl2"	"it2"
"Jon-MN090240_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9022"	"9022"	"9022"	"0"	"0"	"0"	"1"	"9022"	"9022"	"41.54"	"9022"	"9022"	"9022.0"	"1"	"1"	"11.08"	"Jon-MN090240"	"cl0"	"it2"
"Jaime-MZ766668_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9531"	"9531"	"9531"	"0"	"0"	"0"	"1"	"9531"	"9531"	"41.73"	"9531"	"9531"	"9531.0"	"1"	"1"	"0.00"	"Jaime-MZ766668"	"cl0"	"it2"
"Eddard-virosaurus_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.54"	"9074"	"9074"	"9074.0"	"1"	"1"	"319.59"	"Eddard-virosaurus"	"cl0"	"it2"
"Bran-MN090277-MN090188_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Bran-MN090277-MN090188"	"cl0"	"it2"
"Rickon-virosaurus_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.44"	"9074"	"9074"	"9074.0"	"1"	"1"	"374.70"	"Rickon-virosaurus"	"cl0"	"it2"
"Bran-MN090188_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.55"	"9056"	"9056"	"9056.0"	"1"	"1"	"0.00"	"Bran-MN090188"	"cl0"	"it2"
"Bran-MN090240_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9022"	"9022"	"9022"	"0"	"0"	"0"	"1"	"9022"	"9022"	"41.50"	"9022"	"9022"	"9022.0"	"1"	"1"	"221.68"	"Bran-MN090240"	"cl0"	"it2"
"Sansa-virosaurus_cl8_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"8907"	"8907"	"8907"	"0"	"0"	"0"	"1"	"8907"	"8907"	"38.99"	"8907"	"8907"	"8907.0"	"1"	"1"	"3469.18"	"Sansa-virosaurus"	"cl8"	"it2"
"Tyrion-virosaurus_cl1_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9923"	"9923"	"9923"	"0"	"0"	"0"	"1"	"9923"	"9923"	"42.44"	"9923"	"9923"	"9923.0"	"1"	"1"	"2569.79"	"Tyrion-virosaurus"	"cl1"	"it2"
"Jaime-virosaurus_cl1_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9894"	"9894"	"9894"	"0"	"0"	"0"	"1"	"9894"	"9894"	"42.36"	"9894"	"9894"	"9894.0"	"1"	"1"	"2789.57"	"Jaime-virosaurus"	"cl1"	"it2"
"Rickon-MN090188_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.46"	"9056"	"9056"	"9056.0"	"1"	"1"	"11.04"	"Rickon-MN090188"	"cl0"	"it2"
"Theon-MN090277_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9225"	"9225"	"9225"	"0"	"0"	"0"	"1"	"9225"	"9225"	"38.86"	"9225"	"9225"	"9225.0"	"1"	"1"	"2482.38"	"Theon-MN090277"	"cl0"	"it2"
"Bran-MN090277-MZ766668_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Bran-MN090277-MZ766668"	"cl0"	"it2"
"Robb-reference_cl0_it2.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12412"	"12412"	"12412"	"12412"	"0"	"0"	"1"	"12412"	"12412"	"41.13"	"12412"	"12412"	"12412.0"	"1"	"1"	"3254.91"	"Robb-reference"	"cl0"	"it2"
"Daenerys-reference_cl0_it2.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12422"	"12422"	"12422"	"12422"	"0"	"0"	"1"	"12422"	"12422"	"41.33"	"12422"	"12422"	"12422.0"	"1"	"1"	"3203.99"	"Daenerys-reference"	"cl0"	"it2"
"Arya-reference_cl0_it2.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12402"	"12402"	"12402"	"12402"	"0"	"0"	"1"	"12402"	"12402"	"38.89"	"12402"	"12402"	"12402.0"	"1"	"1"	"177.39"	"Arya-reference"	"cl0"	"it2"
"Catelyn-virosaurus_cl2_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.47"	"9074"	"9074"	"9074.0"	"1"	"1"	"319.59"	"Catelyn-virosaurus"	"cl2"	"it2"
"Jorah-virosaurus_cl4_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9050"	"9050"	"9050"	"0"	"0"	"0"	"1"	"9050"	"9050"	"41.57"	"9050"	"9050"	"9050.0"	"1"	"1"	"618.78"	"Jorah-virosaurus"	"cl4"	"it2"
"Tyrion-MN090277-MZ766668_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9233"	"9233"	"9233"	"0"	"0"	"0"	"1"	"9233"	"9233"	"41.98"	"9233"	"9233"	"9233.0"	"1"	"1"	"10.83"	"Tyrion-MN090277-MZ766668"	"cl0"	"it2"
"Jon-MN090277-MN090240_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Jon-MN090277-MN090240"	"cl0"	"it2"
"Robb-virosaurus_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9083"	"9083"	"9083"	"0"	"0"	"0"	"1"	"9083"	"9083"	"41.47"	"9083"	"9083"	"9083.0"	"1"	"1"	"198.17"	"Robb-virosaurus"	"cl0"	"it2"
"Theon-virosaurus_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9288"	"9288"	"9288"	"0"	"0"	"0"	"1"	"9288"	"9288"	"38.86"	"9288"	"9288"	"9288.0"	"1"	"1"	"3143.84"	"Theon-virosaurus"	"cl0"	"it2"
"Arya-reference_cl1_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"8934"	"8934"	"8934"	"0"	"0"	"0"	"1"	"8934"	"8934"	"38.67"	"8934"	"8934"	"8934.0"	"1"	"1"	"11.19"	"Arya-reference"	"cl1"	"it2"
"Daenerys-MN090277-MZ766668_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Daenerys-MN090277-MZ766668"	"cl0"	"it2"
"Sansa-reference_cl1_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9467"	"9467"	"9467"	"0"	"0"	"0"	"1"	"9467"	"9467"	"39.60"	"9467"	"9467"	"9467.0"	"1"	"1"	"3580.86"	"Sansa-reference"	"cl1"	"it2"
"Jaime-MN090277_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9173"	"9173"	"9173"	"0"	"0"	"0"	"1"	"9173"	"9173"	"41.75"	"9173"	"9173"	"9173.0"	"1"	"1"	"10.90"	"Jaime-MN090277"	"cl0"	"it2"
"Jaime-reference_cl0_it2.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12418"	"12418"	"12418"	"12418"	"0"	"0"	"1"	"12418"	"12418"	"41.52"	"12418"	"12418"	"12418.0"	"1"	"1"	"2440.01"	"Jaime-reference"	"cl0"	"it2"
"Eddard-MN090277_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Eddard-MN090277"	"cl0"	"it2"
"Sansa-virosaurus_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9769"	"9769"	"9769"	"0"	"0"	"0"	"1"	"9769"	"9769"	"39.92"	"9769"	"9769"	"9769.0"	"1"	"1"	"7104.10"	"Sansa-virosaurus"	"cl0"	"it2"
"Tyrion-MN090277_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9233"	"9233"	"9233"	"0"	"0"	"0"	"1"	"9233"	"9233"	"41.98"	"9233"	"9233"	"9233.0"	"1"	"1"	"10.83"	"Tyrion-MN090277"	"cl0"	"it2"
"Catelyn-MN090188_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.48"	"9056"	"9056"	"9056.0"	"1"	"1"	"0.00"	"Catelyn-MN090188"	"cl0"	"it2"
"Arya-MN090240_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9015"	"9015"	"9015"	"0"	"0"	"0"	"1"	"9015"	"9015"	"38.91"	"9015"	"9015"	"9015.0"	"1"	"1"	"11.09"	"Arya-MN090240"	"cl0"	"it2"
"Rickon-MN090277-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.46"	"9232"	"9232"	"9232.0"	"1"	"1"	"1917.24"	"Rickon-MN090277-MN090188"	"cl0"	"itvariant-calling"
"Daenerys-virosaurus_cl3_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9803"	"9803"	"9803"	"0"	"0"	"0"	"1"	"9803"	"9803"	"41.64"	"9803"	"9803"	"9803.0"	"1"	"1"	"7762.93"	"Daenerys-virosaurus"	"cl3"	"itvariant-calling"
"Jon-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9776"	"9776"	"9776"	"0"	"0"	"0"	"1"	"9776"	"9776"	"41.92"	"9776"	"9776"	"9776.0"	"1"	"1"	"7354.75"	"Jon-reference"	"cl1"	"itvariant-calling"
"Sansa-virosaurus_cl4_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9297"	"9297"	"9297"	"0"	"0"	"0"	"1"	"9297"	"9297"	"39.49"	"9297"	"9297"	"9297.0"	"1"	"1"	"2377.11"	"Sansa-virosaurus"	"cl4"	"itvariant-calling"
"Tyrion-MN090277-MZ766668_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9004"	"9004"	"9004"	"0"	"0"	"0"	"1"	"9004"	"9004"	"41.63"	"9004"	"9004"	"9004.0"	"1"	"1"	"255.44"	"Tyrion-MN090277-MZ766668"	"cl1"	"itvariant-calling"
"Daenerys-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9064"	"9064"	"9064"	"0"	"0"	"0"	"1"	"9064"	"9064"	"41.55"	"9064"	"9064"	"9064.0"	"1"	"1"	"0.00"	"Daenerys-reference"	"cl1"	"itvariant-calling"
"Jon-reference_cl3_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9064"	"9064"	"9064"	"0"	"0"	"0"	"1"	"9064"	"9064"	"41.55"	"9064"	"9064"	"9064.0"	"1"	"1"	"0.00"	"Jon-reference"	"cl3"	"itvariant-calling"
"Theon-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9288"	"9288"	"9288"	"0"	"0"	"0"	"1"	"9288"	"9288"	"38.87"	"9288"	"9288"	"9288.0"	"1"	"1"	"3133.07"	"Theon-reference"	"cl0"	"itvariant-calling"
"Bran-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.53"	"9074"	"9074"	"9074.0"	"1"	"1"	"308.57"	"Bran-virosaurus"	"cl0"	"itvariant-calling"
"Bran-MN090277-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Bran-MN090277-MN090188"	"cl0"	"itvariant-calling"
"Bran-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Bran-MN090277"	"cl0"	"itvariant-calling"
"Rickon-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.46"	"9232"	"9232"	"9232.0"	"1"	"1"	"1917.24"	"Rickon-MN090277"	"cl0"	"itvariant-calling"
"Tyrion-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9065"	"9065"	"9065"	"0"	"0"	"0"	"1"	"9065"	"9065"	"41.70"	"9065"	"9065"	"9065.0"	"1"	"1"	"11.03"	"Tyrion-reference"	"cl1"	"itvariant-calling"
"Tyrion-MN090277_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9089"	"9089"	"9089"	"0"	"0"	"0"	"1"	"9089"	"9089"	"41.86"	"9089"	"9089"	"9089.0"	"1"	"1"	"0.00"	"Tyrion-MN090277"	"cl1"	"itvariant-calling"
"Jon-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12414"	"12414"	"12414"	"12414"	"0"	"0"	"1"	"12414"	"12414"	"40.89"	"12414"	"12414"	"12414.0"	"1"	"1"	"169.16"	"Jon-reference"	"cl0"	"itvariant-calling"
"Arya-MN090277-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9225"	"9225"	"9225"	"0"	"0"	"0"	"1"	"9225"	"9225"	"39.25"	"9225"	"9225"	"9225.0"	"1"	"1"	"10.84"	"Arya-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Robb-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9064"	"9064"	"9064"	"0"	"0"	"0"	"1"	"9064"	"9064"	"41.46"	"9064"	"9064"	"9064.0"	"1"	"1"	"0.00"	"Robb-reference"	"cl1"	"itvariant-calling"
"Sansa-MN090277-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9229"	"9229"	"9229"	"0"	"0"	"0"	"1"	"9229"	"9229"	"39.92"	"9229"	"9229"	"9229.0"	"1"	"1"	"10.84"	"Sansa-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Sansa-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9229"	"9229"	"9229"	"0"	"0"	"0"	"1"	"9229"	"9229"	"39.92"	"9229"	"9229"	"9229.0"	"1"	"1"	"10.84"	"Sansa-MN090277"	"cl0"	"itvariant-calling"
"Catelyn-virosaurus_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9693"	"9693"	"9693"	"0"	"0"	"0"	"1"	"9693"	"9693"	"41.47"	"9693"	"9693"	"9693.0"	"1"	"1"	"6334.47"	"Catelyn-virosaurus"	"cl1"	"itvariant-calling"
"Bran-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9590"	"9590"	"9590"	"0"	"0"	"0"	"1"	"9590"	"9590"	"41.80"	"9590"	"9590"	"9590.0"	"1"	"1"	"0.00"	"Bran-MZ766668"	"cl0"	"itvariant-calling"
"Jorah-MN090277-MZ766668_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9011"	"9011"	"9011"	"0"	"0"	"0"	"1"	"9011"	"9011"	"41.59"	"9011"	"9011"	"9011.0"	"1"	"1"	"11.10"	"Jorah-MN090277-MZ766668"	"cl1"	"itvariant-calling"
"Jorah-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9011"	"9011"	"9011"	"0"	"0"	"0"	"1"	"9011"	"9011"	"41.59"	"9011"	"9011"	"9011.0"	"1"	"1"	"11.10"	"Jorah-MZ766668"	"cl0"	"itvariant-calling"
"Jorah-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9011"	"9011"	"9011"	"0"	"0"	"0"	"1"	"9011"	"9011"	"41.59"	"9011"	"9011"	"9011.0"	"1"	"1"	"11.10"	"Jorah-reference"	"cl0"	"itvariant-calling"
"Tyrion-MZ766668_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9004"	"9004"	"9004"	"0"	"0"	"0"	"1"	"9004"	"9004"	"41.63"	"9004"	"9004"	"9004.0"	"1"	"1"	"255.44"	"Tyrion-MZ766668"	"cl1"	"itvariant-calling"
"Robb-MN090277-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.46"	"9056"	"9056"	"9056.0"	"1"	"1"	"0.00"	"Robb-MN090277-MN090188"	"cl0"	"itvariant-calling"
"Arya-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9067"	"9067"	"9067"	"0"	"0"	"0"	"1"	"9067"	"9067"	"38.91"	"9067"	"9067"	"9067.0"	"1"	"1"	"308.81"	"Arya-virosaurus"	"cl0"	"itvariant-calling"
"Daenerys-MN090277_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"8989"	"8989"	"8989"	"0"	"0"	"0"	"1"	"8989"	"8989"	"41.54"	"8989"	"8989"	"8989.0"	"1"	"1"	"0.00"	"Daenerys-MN090277"	"cl1"	"itvariant-calling"
"Daenerys-MZ766668_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"8997"	"8997"	"8997"	"0"	"0"	"0"	"1"	"8997"	"8997"	"41.57"	"8997"	"8997"	"8997.0"	"1"	"1"	"0.00"	"Daenerys-MZ766668"	"cl1"	"itvariant-calling"
"Sansa-virosaurus_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9771"	"9771"	"9771"	"0"	"0"	"0"	"1"	"9771"	"9771"	"40.23"	"9771"	"9771"	"9771.0"	"1"	"1"	"2906.56"	"Sansa-virosaurus"	"cl1"	"itvariant-calling"
"Jaime-MN090277_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9006"	"9006"	"9006"	"0"	"0"	"0"	"1"	"9006"	"9006"	"41.65"	"9006"	"9006"	"9006.0"	"1"	"1"	"0.00"	"Jaime-MN090277"	"cl1"	"itvariant-calling"
"Sansa-MN090240_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9022"	"9022"	"9022"	"0"	"0"	"0"	"1"	"9022"	"9022"	"39.64"	"9022"	"9022"	"9022.0"	"1"	"1"	"11.08"	"Sansa-MN090240"	"cl0"	"it2"
"Jon-MN090277_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Jon-MN090277"	"cl0"	"it2"
"Daenerys-MN090277-MZ766668_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"8997"	"8997"	"8997"	"0"	"0"	"0"	"1"	"8997"	"8997"	"41.57"	"8997"	"8997"	"8997.0"	"1"	"1"	"0.00"	"Daenerys-MN090277-MZ766668"	"cl1"	"itvariant-calling"
"Jon-virosaurus_cl0_it2.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9763"	"9763"	"9763"	"0"	"0"	"0"	"1"	"9763"	"9763"	"41.55"	"9763"	"9763"	"9763.0"	"1"	"1"	"7098.23"	"Jon-virosaurus"	"cl0"	"it2"
"Catelyn-MN090277-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9235"	"9235"	"9235"	"0"	"0"	"0"	"1"	"9235"	"9235"	"41.76"	"9235"	"9235"	"9235.0"	"1"	"1"	"10.83"	"Catelyn-MN090277-MN090188"	"cl0"	"itvariant-calling"
"Eddard-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.55"	"9056"	"9056"	"9056.0"	"1"	"1"	"0.00"	"Eddard-MN090188"	"cl0"	"itvariant-calling"
"Robb-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.74"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Robb-MN090277"	"cl0"	"itvariant-calling"
"Catelyn-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9768"	"9768"	"9768"	"0"	"0"	"0"	"1"	"9768"	"9768"	"41.48"	"9768"	"9768"	"9768.0"	"1"	"1"	"7125.31"	"Catelyn-virosaurus"	"cl0"	"itvariant-calling"
"Tyrion-virosaurus_cl17_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.69"	"9074"	"9074"	"9074.0"	"1"	"1"	"308.57"	"Tyrion-virosaurus"	"cl17"	"itvariant-calling"
"Tyrion-reference_cl2_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9525"	"9525"	"9525"	"0"	"0"	"0"	"1"	"9525"	"9525"	"41.67"	"9525"	"9525"	"9525.0"	"1"	"1"	"5469.82"	"Tyrion-reference"	"cl2"	"itvariant-calling"
"Bran-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.55"	"9056"	"9056"	"9056.0"	"1"	"1"	"0.00"	"Bran-MN090188"	"cl0"	"itvariant-calling"
"Eddard-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9064"	"9064"	"9064"	"0"	"0"	"0"	"1"	"9064"	"9064"	"41.55"	"9064"	"9064"	"9064.0"	"1"	"1"	"0.00"	"Eddard-reference"	"cl1"	"itvariant-calling"
"Jon-virosaurus_cl5_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.53"	"9074"	"9074"	"9074.0"	"1"	"1"	"308.57"	"Jon-virosaurus"	"cl5"	"itvariant-calling"
"Jorah-MN090277_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9010"	"9010"	"9010"	"0"	"0"	"0"	"1"	"9010"	"9010"	"41.59"	"9010"	"9010"	"9010.0"	"1"	"1"	"0.00"	"Jorah-MN090277"	"cl1"	"itvariant-calling"
"Daenerys-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9581"	"9581"	"9581"	"0"	"0"	"0"	"1"	"9581"	"9581"	"41.80"	"9581"	"9581"	"9581.0"	"1"	"1"	"417.49"	"Daenerys-MZ766668"	"cl0"	"itvariant-calling"
"Rickon-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.44"	"9074"	"9074"	"9074.0"	"1"	"1"	"374.70"	"Rickon-virosaurus"	"cl0"	"itvariant-calling"
"Sansa-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12408"	"12408"	"12408"	"12408"	"0"	"0"	"1"	"12408"	"12408"	"39.94"	"12408"	"12408"	"12408.0"	"1"	"1"	"161.19"	"Sansa-reference"	"cl0"	"itvariant-calling"
"Eddard-MN090277-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Eddard-MN090277-MN090188"	"cl0"	"itvariant-calling"
"Tyrion-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9590"	"9590"	"9590"	"0"	"0"	"0"	"1"	"9590"	"9590"	"41.93"	"9590"	"9590"	"9590.0"	"1"	"1"	"0.00"	"Tyrion-MZ766668"	"cl0"	"itvariant-calling"
"Theon-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9288"	"9288"	"9288"	"0"	"0"	"0"	"1"	"9288"	"9288"	"38.87"	"9288"	"9288"	"9288.0"	"1"	"1"	"3133.07"	"Theon-virosaurus"	"cl0"	"itvariant-calling"
