Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
KT836912,Influenza A virus (A/New Mexico/17/2015(H1N1)),GenBank,GCA_038775585.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2015-10-11,EPI_ISL_188725,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H1N1,5,,USA,USA,,Homo sapiens,,2015-03-11,,,"Influenza A virus (A/New Mexico/17/2015(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ709851,Influenza A virus,GenBank,GCA_046416805.1,,"Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B., Ip,H.S., Aufderhar,M., Franzen,K., Killian,M., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,22-032452-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: KY,USA,KY,Anatidae,,2022-10-04,,PRJNA1186741,"Influenza A virus (A/Duck/KY/22-032452-002-original/2022(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
MK857485,Influenza A virus,GenBank,GCA_039117165.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2019-05-05,EPI_ISL_348153,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H3N2,1,,USA: Tennessee,USA,TN,Homo sapiens,,2019-01-09,,PRJNA37813,"Influenza A virus (A/Tennessee/03/2019(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
KM885032,Influenza A virus (A/Harda/1718/2012(H1N1)),GenBank,set:6b550a2a40a5901aefe309f442afbc7f87dcb513,,"Barde,P.V., Sahu,M., Shukla,M.K., Kori,B.K., Sharma,R.K., Singh,N.","RMRCT, Jabalpur, Virology",India,2014-11-01,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1701,complete,H1N1,4,,India,India,,Homo sapiens,,2012-04-28,,,"Influenza A virus (A/Harda/1718/2012(H1N1)) segment 4 hemagglutinin (HA) gene, complete cds"
MT422952,Influenza A virus,GenBank,GCA_039212745.1,,"Jernigan,D., Wentworth,D., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2020-05-10,EPI_ISL_421121,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2208,partial,H3N2,3,,USA: Washington,USA,WA,Homo sapiens,,2020-02-19,,PRJNA37813,"Influenza A virus (A/Washington/20/2020(H3N2)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
MS897431,Influenza A virus,GenBank,set:MS897431,,"CIARAMELLA,G., BOUCHON,A., HUANG,E.Y.",,,2017-07-12,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1683,partial,,,,,,,,,,,,Sequence 829 from Patent EP3134131
OP098550,Influenza A virus,GenBank,GCA_039288415.1,,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Minnich,D.E., Kramer,D.L., Hanson,J.F., DeMarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.","United States Air Force, USAFSAM/PHE",USA,2022-08-02,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H3N2,7,,USA: Maryland,USA,MD,Homo sapiens,oronasopharynx,2022-04-12,,,"Influenza A virus (A/Maryland/12980/2022(H3N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
MW126838,Influenza A virus,GenBank,,,"Suntronwong,N., Klinfueng,S., Korkong,S., Vichaiwattana,P., Thongmee,T., Poovorawan,Y.","Chulalongkorn University, Department of Pediatrics, Center of Excellence in Clinical Virology",Thailand,2022-11-30,CU-C5169,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H1N1,1,,Thailand,Thailand,,Homo sapiens,oronasopharynx,2014-10-08,,,"Influenza A virus (A/Thailand/CU-C5169/2014(H1N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PV337581,Influenza A virus,GenBank,GCA_048673845.1,SRR32416446,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA, Animal Plant Health Inspection Service-National Veterinary Services Laboratories",USA,2025-03-19,25-003273-004-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: CA,USA,CA,Buteo jamaicensis,feces,2025-01-17,SAMN46923646,PRJNA1207547,"Influenza A virus (A/Red-tailed Hawk/CA/25-003273-004-original/2025(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV423029,Influenza A virus,GenBank,,,"Wannigama,D.L.","Tohoku University, Civil and Environmental Engineering",Japan,2025-04-01,EPI_ISL_NA19613389,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1441,partial,H5N8,6,,Papua New Guinea,Papua New Guinea,,Aves,feces,2021,,,"Influenza A virus (A/Bird/Papua New Guinea/EPI_ISL_NA19613389/2021(H5N8)) segment 6 neuraminidase (NA) gene, complete cds"
PP878698,Influenza A virus,GenBank,GCA_040153105.1,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-06-11,EPI_ISL_19012788,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H3N2,1,,USA: Vermont,USA,VT,Homo sapiens,,2024-01-29,,PRJNA998880,"Influenza A virus (A/Vermont/12/2024(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
EF597487,Influenza A virus (A/wild duck/Shantou/19988/2000(H4N9)),GenBank,set:1299cad26d759d68dcb7169cedc8adb758e9f0f3,,"Duan,L., Campitelli,L., Fan,X.H., Leung,Y.H., Vijaykrishna,D., Zhang,J.X., Donatelli,I., Delogu,M., Li,K.S., Foni,E., Chiapponi,C., Wu,W.L., Kai,H., Webster,R.G., Shortridge,K.F., Peiris,J.S., Smith,G.J., Chen,H., Guan,Y.","The University of Hong Kong, State Key Laboratory of Emerging Infectious Diseases, Department of Microbiology",China,2007-07-04,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2258,partial,H4N9,,1,China,China,,,,,,,"Influenza A virus (A/wild duck/Shantou/19988/2000(H4N9)) polymerase basic subunit 2 (PB2) gene, partial cds"
MZ477688,Influenza A virus,GenBank,GCA_038968765.1,,"Pastori,A., Tassoni,L., Fusaro,A., Monne,I., Cavicchio,L., Beato,M.S., Salviato,A., Schivo,A.","Istituto Zooprofilattico Sperimentale delle Venezie, EU/OIE Reference Laboratory for Avian Influenza and Newcastle Disease FAO Reference Centre for Animal Influenza and Newcastle Disease",Italy,2021-07-07,17-66671-3,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1745,partial,H1N1,4,,Italy,Italy,,Sus scrofa,,2017-05-09,,,"Influenza A virus (A/swine/Italy/17-66671-3/2017(H1N1)) segment 4 hemagglutinin (HA) gene, complete cds"
MN688369,Influenza A virus,GenBank,set:75e20393dc7d637b81884f752223a14b24e81f50,,"Culhane,M.R.","USDA Swine Surveillance, National Veterinary Services Laboratories",USA,2019-11-18,A02245296,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H3N2,6,,USA: Minnesota,USA,MN,Sus scrofa,,2019-10-23,,,"Influenza A virus (A/swine/Minnesota/A02245296/2019(H3N2)) segment 6 neuraminidase (NA) gene, complete cds"
PV277073,Influenza A virus,GenBank,,,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Wasik,P.M., Robbins,A.S., Macias,E.A., Garcia,J.M., Renkas,M.C., Hartless,T.R., Hardy,J.","United States Air Force School of Aerospace Medicine Public Health Submission Group, 711th Human Performance Wing",USA,2025-03-14,USAFSAM-15509,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1701,partial,H3N2,4,,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2024-12-31,,,"Influenza A virus (A/Texas/USAFSAM-15509/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
MN947707,Influenza A virus,GenBank,set:0798bb7539fc39cfc499c83b428ad87ad3c42041,,"Jernigan,D., Wentworth,D., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2020-01-21,EPI_ISL_398936,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),865,partial,H3N2,8,,USA: Delaware,USA,DE,Homo sapiens,,2019-06-03,,PRJNA37813,"Influenza A virus (A/Delaware/41/2019(H3N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
OP696437,Influenza A virus,GenBank,,,"Wentworth,D., Barnes,J., Garten,R.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2022-10-26,EPI_ISL_8557840,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1737,partial,H3N2,4,,USA: Pennsylvania,USA,PA,Homo sapiens,,2021-11-26,,PRJNA37813,"Influenza A virus (A/Pennsylvania/07/2021(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
CY093640,Influenza A virus (A/mallard/California/8462/2008(H6N1)),GenBank,GCA_038496395.1,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Hostetler,J., Fedorova,N., Overton,L., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Boyce,W.M., Goldstein,T., Lin,X., Wentworth,D.E., Cardona,C., Nelson,J., Anchell,N., Dao,N., Anunciacion,J., Plancarte,M., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.","on behalf of JCVI/UC Davis/NCBI, National Center for Biotechnology Information, NIH",USA,2011-07-19,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1002,partial,H6N1,7,,USA: California,USA,CA,Anas platyrhynchos,,2008-10-22,,,"Influenza A virus (A/mallard/California/8462/2008(H6N1)) matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
MW840568,Influenza A virus,GenBank,GCA_039113385.1,,Direct Submission,"The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS), CEIRS Data Processing and Coordinating Center",USA,2021-04-05,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1565,partial,H1N1,5,,Taiwan,Taiwan,,Homo sapiens,oronasopharynx,2019,,PRJNA297517,"Influenza A virus (A/Linkou/R0189/2019(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
CY167489,Influenza A virus (A/Tennessee/F2011/2011(H3N2)),GenBank,GCA_038606475.1,,"Wentworth,D.E., Halpin,R.A., Lin,X., Bera,J., Ransier,A., Fedorova,N., Tsitrin,T., McLellan,M., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Oshansky,C.M., Wong,S.S., Webby,R., Bao,Y., Sanders,R., Zhdanov,S., Kiryutin,B., Lipman,D.J., Tatusova,T., Thomas,P.G.","on behalf of JCVI/St Jude Children's Research Hospital/NCBI, National Center for Biotechnology Information, NIH",USA,2014-03-24,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2192,partial,H3N2,3,,"USA: Memphis, TN",USA,TN,Homo sapiens,,2011-01-07,,PRJNA183620,"Influenza A virus (A/Tennessee/F2011/2011(H3N2)) polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
CY079618,Influenza A virus (A/northern pintail/Interior Alaska/8BM1995R1/2008(H12N5)),GenBank,GCA_038491655.1,,"Spiro,D., Halpin,R., Boyne,A., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Djuric,K., Sarmiento,M., Sitz,J., Katzel,D., Runstadler,J., Happ,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.","on behalf of JCVI/University of Alaska Fairbanks/NCBI, National Center for Biotechnology Information, NIH",USA,2010-12-29,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),865,partial,H12N5,8,,"USA: Minto Flats, Interior Alaska",USA,AK,Anas acuta,,2008-08-09,,,"Influenza A virus (A/northern pintail/Interior Alaska/8BM1995R1/2008(H12N5)) nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
KP417933,Influenza A virus (A/chicken/Jiangxi/14033/2014(H7N9)),GenBank,GCA_038732775.1,,"Lam,T.T., Zhou,B., Wang,J., Chai,Y., Shen,Y., Chen,X., Ma,C., Hong,W., Chen,Y., Zhang,Y., Duan,L., Chen,P., Jiang,J., Li,L., Poon,L.L., Webby,R.J., Smith,D.K., Leung,G.M., Peiris,J.S., Holmes,E.C., Guan,Y., Zhu,H., Lam,T.Y., Poon,L.M., Peiris,J.S.M.","The University of Hong Kong, Centre of Influenza Research, School of Public Health",China,2015-03-06,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H7N9,8,1,"China: Nanchang, Jiangxi",China,,Gallus gallus,oronasopharynx,2014-04-13,,,"Influenza A virus (A/chicken/Jiangxi/14033/2014(H7N9)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
MK398940,Influenza A virus,GenBank,GCA_039097265.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2019-01-20,EPI_ISL_332626,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2208,partial,H1N1,3,,USA: Florida,USA,FL,Homo sapiens,,2018-11-14,,PRJNA37813,"Influenza A virus (A/Florida/108/2018(H1N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV736829,Influenza A virus,GenBank,,,"Steel,J., Kirby,M., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, Influenza Division",USA,2025-06-03,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1540,partial,H1N1,5,,USA: South Dakota,USA,SD,Homo sapiens,,2025-03-18,,PRJNA998879,"Influenza A virus (A/South Dakota/42/2025(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
GQ397746,Influenza A virus (A/Baleares/RR3489/2009(H3N2)),GenBank,set:48e8cac562daeb94b05dc2eacc3def847fb08091,,"Ledesma,J., Pozo,F., Casas,I., Lopez Valero,M., Calderon,A., Reyes,N., Cruz,N., Perez Brena,P.","Instituto de Salud Carlos III, Unidad de Virologia",Spain,2009-07-28,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),807,partial,H3N2,4,,Spain,Spain,,Homo sapiens,,2009-02-02,,,"Influenza A virus (A/Baleares/RR3489/2009(H3N2)) segment 4 hemagglutinin (HA) gene, partial cds"
KX156731,Influenza A virus (A/pika/Maduo/01/2009(H7N2)),GenBank,set:72aac26ce1b95bb079a2882e87b651cfced27f98,,"Su,S.","Nanjing Agriculture University, College of Veterinary Science",China,2020-02-01,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H7N2,2,,China,China,,Ochotonidae,,2009-04-16,,,"Influenza A virus (A/pika/Maduo/01/2009(H7N2)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
KT963055,Influenza A virus (A/environment/Yunnan/YN22/2015(H5N6)),GenBank,set:4d566d5d19d55e5d12d031392d72a63aa0943f6b,,"Feng,Y., Guan,W., Yuan,B., Wang,Y., Li,Z., Song,Y., Li,S., Yang,Z., Zhong,N., Xia,X., Zhang,Y.","Faculty of Life Science and Technology, Kunming University of Science and Technology",China,2015-11-24,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1380,partial,H5N6,6,,China,China,,,,2015-02-16,,,"Influenza A virus (A/environment/Yunnan/YN22/2015(H5N6)) segment 6 neuraminidase (NA) gene, complete cds"
KJ413875,Influenza A virus (A/swine/Ontario/118-38/2012(H3N2)),GenBank,GCA_038661225.1,,"Grgi,H., Costa,M., Friendship,R.M., Carman,S., Nagy,E., Wideman,G., Weese,S., Poljak,Z., Grgic,H., Friendship,R.","University of Guelph, Ontario Veterinary College, Population Medicine",Canada,2014-12-04,118-38,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,complete,H3N2,1,1,Canada,Canada,,Sus scrofa,oronasopharynx,2012-12-06,,,"Influenza A virus (A/swine/Ontario/118-38/2012(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ797962,Influenza A virus,GenBank,GCA_046438355.1,SRR31347626,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032296-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: CA,USA,CA,Gallus gallus,oronasopharynx,2024-10-30,SAMN44727538,PRJNA980729,"Influenza A virus (A/chicken/CA/24-032296-002-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ713146,Influenza A virus,GenBank,GCA_046402555.1,,"Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B., Ip,H.S., Aufderhar,M., Franzen,K., Killian,M., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,22-009940-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: FL,USA,FL,Anas platyrhynchos,,2022-03-30,,PRJNA1186741,"Influenza A virus (A/Mallard/FL/22-009940-002-original/2022(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
OP939111,Influenza A virus,GenBank,GCA_039321885.1,,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.","United States Air Force School of Aerospace Medicine Public Health Submission Group, 711th Human Performance Wing",USA,2022-12-08,USAFSAM-13470,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1701,partial,H3N2,4,,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-10-03,,,"Influenza A virus (A/Texas/USAFSAM-13470/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
HI568631,Influenza A virus,GenBank,set:HI568631,,"Rosen,C.A., Bell,A., Moore,P.A., Shi,Y., Lafleur,D., Bock,J.B., Laird,M.W., Haseltine,W.A., Woods,D.B., Subramanian,M.",,,2010-10-28,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1708,partial,,,,,,,,,,,,Sequence 629 from Patent EP2211888
JF429403,Influenza A virus (A/Lyon/969/2009(H1N1)),GenBank,set:908a08c72b4d3a8f8974fd41705c737404dc7360,,"Ottmann,M., Duchamp,M.B., Casalegno,J.S., Frobert,E., Moules,V., Ferraris,O., Valette,M., Escuret,V., Lina,B., Erny,A., Traversier,A., Rivat,N., Lines,L., Sabatier,M., Bouscambert-Duchamp,M., Caro,V., Barthelemy,M., Casalegno,J.-S., Prog-Victoir,E.","Universite Claude Bernard - Lyon 1, Laboratoire de Virologie",France,2011-03-12,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,complete,H1N1,6,1,France,France,,Homo sapiens,,2009-06,,PRJNA37813,"Influenza A virus (A/Lyon/969/2009(H1N1)) segment 6 neuraminidase (NA) gene, complete cds"
PQ693660,Influenza A virus,GenBank,GCA_046393795.1,,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.","Seattle Flu Study submission group, The Brotman Baty Institute for Precision Medicine",USA,2024-12-06,WA-S26335,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),854,partial,H1N1,8,,"USA: Washington,Pierce County",USA,WA,Homo sapiens,oronasopharynx,2019-12-09,SAMN44802541,PRJNA988813,"Influenza A virus (A/Pierce County/WA-S26335/2019(H1N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, partial cds"
OR043248,Influenza A virus,GenBank,GCA_039320525.1,,"Singh,P., Negi,S., Sharma,K., Shaw,D., Khawase,K., Kumari,A., Mishra,S., Chandrawanshi,J., Khan,R., Shivlata,L., Bhargava,A.","Department of Microbiology, All India Institute of Medical Sciences, State Virus Research and Diagnostic Laboratory (VRDL)",India,2023-05-30,CG-AIIMSR-513,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1752,partial,H1N1,4,,India,India,,Homo sapiens,oronasopharynx,2022-09-14,,,"Influenza A virus (A/India/CG-AIIMSR-513/2022(H1N1)) segment 4 hemagglutinin (HA) gene, complete cds"
OQ462491,Influenza A virus,GenBank,GCA_039330345.1,,"Wentworth,D., Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2023-02-26,EPI_ISL_16377364,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1540,partial,H1N1,5,,USA: Delaware,USA,DE,Homo sapiens,,2022-11-02,,PRJNA37813,"Influenza A virus (A/Delaware/56/2022(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ334657,Influenza A virus,GenBank,GCA_042417755.1,,"Barman,S., Turner,J.C., Hasan,M.K., Akhtar,S., Franks,J., Walker,D., Seiler,P., Mukherjee,N., Kercher,L., McKenzie,P., Feeroz,M., Webby,R.J.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2024-09-17,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),865,partial,H9N2,8,,Bangladesh,Bangladesh,,Gallus gallus,oronasopharynx,2024-02-23,,PRJNA298519,"Influenza A virus (A/chicken/Bangladesh/61839/2024(H9N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ051537,Influenza A virus,GenBank,GCA_040890455.1,SRR29377833,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-07-24,24-016252-010-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: IA,USA,IA,Bos taurus,mammalian milk,2024-06-03,SAMN41805875,PRJNA1102327,"Influenza A virus (A/cattle/IA/24-016252-010-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ720004,Influenza A virus,GenBank,GCA_046417135.1,,"Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B., Ip,H.S., Aufderhar,M., Franzen,K., Killian,M., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,22-032921-004-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: CA,USA,CA,Anatidae,swab,2022-10-10,,PRJNA1186741,"Influenza A virus (A/goose/CA/22-032921-004-original/2022(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
MH306805,Influenza A virus,GenBank,GCA_039049255.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2018-05-13,EPI_ISL_305825,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1542,partial,H3N2,5,,USA: California,USA,CA,Homo sapiens,,2018-02-09,,PRJNA37813,"Influenza A virus (A/California/38/2018(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
MK745025,Influenza A virus,GenBank,GCA_039109605.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2019-04-10,EPI_ISL_339724,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1541,partial,H3N2,5,,USA: Georgia,USA,GA,Homo sapiens,,2018-12-21,,PRJNA37813,"Influenza A virus (A/Georgia/32/2018(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
