Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
MN866167,Orthonairovirus haemorrhagiae,GenBank,,,"Sahay,R.R., Dhandore,S., Chauhan,A., Bhatt,L., Garg,V., Gupta,N., Nyayanit,D.A., Shete,A.M., Singh,R., Patil,S., Sharma,H., Meena,D., Gawande,P., Kalele,K., Jain,R., Mali,D., Malhotra,B., Nag,V., Kaur,H., Singh,N., Singh,S., Gopalkrishnan,M., Yadav,P.D., Yadav,P.","National Institute of Virology, Maximum Containment Laboratory",India,2020-11-13,MCL-19-H-1920,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1626,partial,,S,,India: Gujarat State,India,,Homo sapiens,,2019,,,"Orthonairovirus haemorrhagiae isolate MCL-19-H-1920 segment S, complete sequence"
KR815039,Orthonairovirus haemorrhagiae,GenBank,set:eb2f120d304fcdba56df7e52c8da9ee5afe19cbb,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,118-ROS/HU-2013,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 118-ROS/HU-2013 nucleocapsid protein gene, partial cds"
MN624872,Orthonairovirus haemorrhagiae,GenBank,,,"Volynkina,A., Kotenev,E., Kolosov,A.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-07-27,15-KALM/HU-2016,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2016-06-16,,,"Orthonairovirus haemorrhagiae isolate 15-KALM/HU-2016 RNA-dependent RNA polymerase gene, partial cds"
KR814920,Orthonairovirus haemorrhagiae,GenBank,set:d699d2c64ab0795c18910a19c8022fb85581d710,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,5185-ASTR/HU-2011,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2011,,,"Orthonairovirus haemorrhagiae isolate 5185-ASTR/HU-2011 nucleocapsid protein gene, partial cds"
KR821720,Orthonairovirus haemorrhagiae,GenBank,set:c8438808f0e0814417dc4a1cbe806c9532817377,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,47-ROS/HU-2012,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2012,,,"Orthonairovirus haemorrhagiae isolate 47-ROS/HU-2012 RNA-dependent RNA polymerase gene, partial cds"
KR821836,Orthonairovirus haemorrhagiae,GenBank,set:09a725876cefd8642e0b3658a073f421436a8219,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,5359-STV/HU-2011,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2011,,,"Orthonairovirus haemorrhagiae isolate 5359-STV/HU-2011 RNA-dependent RNA polymerase gene, partial cds"
MK442894,Orthonairovirus haemorrhagiae,GenBank,set:87a6c6e62fcdd37b002481541a32c91280ca6468,,"Bower,H., El Karsany,M., Alzain,M., Gannon,B., Mohamed,R., Mahmoud,I., Eldegail,M., Taha,R., El Halawi,A., Osman,A., Mohamednour,S., Semper,A., Atkinson,B., Carter,D.P., Dowall,S., Furneaux,J., Graham,V., Mellors,J., Osborne,J., Pullan,S.T., Slack,G.S., Brooks,T., Hewson,R., Beeching,N.J., Whitworth,J., Bausch,D., Fletcher,T.E.","Public Health England, Genomics of Rare and Emerging Human Pathogens",United Kingdom,2019-04-10,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),5359,partial,,M,,Sudan: Darfur,Sudan,,Homo sapiens,blood,2015,,,"Orthonairovirus haemorrhagiae strain Sudan Darfur 2015 segment M, complete sequence"
KR815056,Orthonairovirus haemorrhagiae,GenBank,set:2cfcf12398d50d3811bcaeff9022c27e83f9ceb6,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,8-STV/HU-2013,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 8-STV/HU-2013 nucleocapsid protein gene, partial cds"
PV390607,Orthonairovirus haemorrhagiae,GenBank,,,"D'Addiego,J., Mullojanova,M., Hikmatov,T., Tishkova,F., Hewson,R.","UK Health Security Agency, Research & Evaluation",United Kingdom,2025-04-05,CCHFV_N.O.34,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1673,partial,Asia,S,,Tajikistan,Tajikistan,,Homo sapiens,blood,2017-07-07,,,"Orthonairovirus haemorrhagiae isolate CCHFV_N.O.34 segment S nucleocapsid protein gene, complete cds"
KR815160,Orthonairovirus haemorrhagiae,GenBank,set:3c325b6e3dbb1161703dd6a34c5f539b86a0c70d,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,163-ROS/HU-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2014,,,"Orthonairovirus haemorrhagiae isolate 163-ROS/HU-2014 nucleocapsid protein gene, partial cds"
KR821942,Orthonairovirus haemorrhagiae,GenBank,set:c4bffa5b291ff255cc7741b0eef875dda2e0f42d,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4516-STV/HU-2008,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2008,,,"Orthonairovirus haemorrhagiae isolate 4516-STV/HU-2008 RNA-dependent RNA polymerase gene, partial cds"
KR821296,Orthonairovirus haemorrhagiae,GenBank,set:6022228f50b59ee59703ffc23e24bdb18d490f51,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,668-STV/TI-2012,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Ixodoidea,,2012,,,"Orthonairovirus haemorrhagiae isolate 668-STV/TI-2012 envelope glycoprotein gene, partial cds"
KR815313,Orthonairovirus haemorrhagiae,GenBank,set:498a2e42c5ef8d963625508e72bef1da0d4aa62e,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,41-STV/HU-2007,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2007,,,"Orthonairovirus haemorrhagiae isolate 41-STV/HU-2007 nucleocapsid protein gene, partial cds"
KP075660,Orthonairovirus haemorrhagiae,GenBank,set:de226a70accb8bdf3c52cdf4d0b2ce97dca4c5f1,,"Shahhosseini,N., Chinikar,S., Khakifirouz,S., Jalali,T.",Bernhard Nocht Institute for Tropical Medicine,Germany,2015-10-31,Iran-KhRazavi3,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),475,partial,,S,,Iran,Iran,,Homo sapiens,,2012,,,"Crimean-Congo hemorrhagic fever virus isolate Iran-KhRazavi3 nucleocapsid gene, partial cds"
KR815166,Orthonairovirus haemorrhagiae,GenBank,set:06227498bd1a4d55f54700e7af1019f269022ac6,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,269-ROS/TI-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Ixodoidea,,2014,,,"Orthonairovirus haemorrhagiae isolate 269-ROS/TI-2014 nucleocapsid protein gene, partial cds"
PP735320,Orthonairovirus haemorrhagiae,GenBank,,,"D'Addiego,J., Shah,S., Elaldi,N., Allen,D., Hewson,R.","UK Health Security Agency, Research & Evaluation",United Kingdom,2024-10-26,CCHFV_5,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),3055,partial,Europe,M,,Turkey,Turkey,,Homo sapiens,blood,2020-06-08,,,"Orthonairovirus haemorrhagiae isolate CCHFV_5 segment M glycoprotein precursor, gene, partial cds"
KP075658,Orthonairovirus haemorrhagiae,GenBank,set:febc3cb6fd0e761a9430ef7658ddd5878edb111c,,"Chinikar,S., Shahhosseini,N., Khakifirouz,S., Jalali,T.",Pasteur Institute of Iran,Iran,2015-10-31,Iran-KhRazavi1,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),475,partial,,S,,Iran,Iran,,Homo sapiens,,2013,,,"Crimean-Congo hemorrhagic fever virus isolate Iran-KhRazavi1 nucleocapsid gene, partial cds"
GU320680,Orthonairovirus haemorrhagiae,GenBank,set:19724b8b7f55a8fa92836fcf4547b90ac608feaa,,"Ozkaya,E., Dincer,E., Carhan,A., Uyar,Y., Ertek,M., Whitehouse,C.A., Ozkul,A.","Ankara University, Faculty of Veterinary Medicine, Department of Virology",Turkey,2010-02-27,TKT5/07,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),417,partial,,M,1,Turkey,Turkey,,Homo sapiens,blood,2007,,,"Crimean-Congo hemorrhagic fever virus isolate TKT5/07 glycoprotein precursor, gene, partial cds"
KR821996,Orthonairovirus haemorrhagiae,GenBank,set:849e1646b7b420890f0762c15b1ab915bf93f53a,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,48-STV/HU-2007,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2007,,,"Orthonairovirus haemorrhagiae isolate 48-STV/HU-2007 RNA-dependent RNA polymerase gene, partial cds"
OQ935543,Orthonairovirus haemorrhagiae,GenBank,,,"Kalaycioglu,A.T., Oguzoglu,T.C., Ari,O., Engin,A., Bakir,M., Durmaz,R.","Karadeniz Technical University, Faculty of Pharmacy Department of Pharmaceutical Microbiology",Turkey,2023-08-15,TR-SIVAS-C26M-2021,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),880,partial,,M,,Turkey,Turkey,,Homo sapiens,blood,2021,,,"Orthonairovirus haemorrhagiae TR-SIVAS-C26M-2021 glycoprotein precursor (GPC) gene, partial cds"
KX425608,Orthonairovirus haemorrhagiae,GenBank,set:e3dd5fac7958415b954d04be413a1a22fc7885f0,,"Orkun,O., Karaer,Z., Cakmak,A., Nalbantoglu,S.","Ankara University Veterinary Faculty, Department of Parasitology",Turkey,2017-04-12,Orkun-Cbk/Rt-122A,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),213,partial,,,,Turkey,Turkey,,Rhipicephalus turanicus,,,,,"Orthonairovirus haemorrhagiae isolate Orkun-Cbk/Rt-122A S protein gene, partial cds"
KR821885,Orthonairovirus haemorrhagiae,GenBank,set:aa4b805fb464ab4d99834bd79cb33c751a043289,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4625-STV/HU-2009,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2009,,,"Orthonairovirus haemorrhagiae isolate 4625-STV/HU-2009 RNA-dependent RNA polymerase gene, partial cds"
KR821573,Orthonairovirus haemorrhagiae,GenBank,set:84fd6fe39daefad71a0f815ec7f80d50d24c7c71,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,36-STV/HU-2007,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2007,,,"Orthonairovirus haemorrhagiae isolate 36-STV/HU-2007 envelope glycoprotein gene, partial cds"
MH133278,Orthonairovirus haemorrhagiae,GenBank,set:2b80abd2097382b49bf958e1de9ef547ae67561c,,"Emmerich,P., Jakupi,X., von Possel,R., Berisha,L., Halili,B., Gunther,S., Cadar,D., Ahmeti,S., Schmidt-Chanasit,J.","Bernhard Nocht Institute for Tropical Medicine, Virology",Germany,2018-08-05,2013_6_180,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),5354,partial,,M,1,Kosovo,Kosovo,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 2013_6_180 segment M envelope glycoprotein precursor, gene, complete cds"
HQ675002,Orthonairovirus haemorrhagiae,GenBank,set:85b0b88e5e158ad27e76148a41064889254eb11f,,"Kalaycioglu,A.T., Durmaz,R., Uyar,Y., Unaldi,O., Aksekili,E., Ozkul,A., Korukluoglu,G., Ertek,M.","Refik Saydam National Public Health Agency, Molecular Microbiology Research and Application Laboratory",Turkey,2010-12-26,Artvin 1913-2010,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),523,partial,,,1,Turkey,Turkey,,Homo sapiens,blood,2010,,,"Crimean-Congo hemorrhagic fever virus isolate Artvin 1913-2010 S protein (S) gene, partial cds"
PV390612,Orthonairovirus haemorrhagiae,GenBank,,,"D'Addiego,J., Mullojanova,M., Hikmatov,T., Tishkova,F., Hewson,R.","UK Health Security Agency, Research & Evaluation",United Kingdom,2025-04-05,CCHFV_14_169,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1254,partial,Asia,S,,Tajikistan,Tajikistan,,Hyalomma anatolicum,pooled ticks,2023-05-23,,,"Orthonairovirus haemorrhagiae isolate CCHFV_14_169 segment S nucleocapsid protein gene, partial cds"
KR821612,Orthonairovirus haemorrhagiae,GenBank,set:81ce2663c099ae576142df07e943c6183c59a886,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,20-STV/HU-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2014,,,"Orthonairovirus haemorrhagiae isolate 20-STV/HU-2014 RNA-dependent RNA polymerase gene, partial cds"
EF432647,Orthonairovirus haemorrhagiae,GenBank,set:57d981b378fa9f8c703100a3305e38bd29622494,,"Ozdarendeli,A., Aydin,K., Tonbak,S., Koksal,I.","Firat University, Virology",Turkey,2007-03-17,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),493,partial,,S,,Turkey,Turkey,,Homo sapiens,blood,2005,,,"Crimean-Congo hemorrhagic fever virus strain Kelkit S/Turkey-hu9/2005 nucleoprotein gene, partial cds"
ON668033,Orthonairovirus haemorrhagiae,GenBank,,,"Kalaycioglu,A.T., Oguzoglu,T.C., Ari,O., Durmaz,R., Engin,A., Bakir,M., Erdem,E.","Bay, Faculty of Pharmacy Department of Pharmaceutical Microbiology",Turkey,2023-02-22,TR-SIVAS-C3M-2021,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),5364,complete,,M,,Turkey,Turkey,,Homo sapiens,blood,2021,,,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C3M-2021 segment M, complete sequence"
KR821635,Orthonairovirus haemorrhagiae,GenBank,set:231658fdee57cd8be906519c6ea544f66214e8ab,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,23-ROS/HU-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2014,,,"Orthonairovirus haemorrhagiae isolate 23-ROS/HU-2014 RNA-dependent RNA polymerase gene, partial cds"
AY900144,Orthonairovirus haemorrhagiae,GenBank,set:88b0e96bbb06d1f666d8c8e3e87c937066ea01b4,,"Ahmed,A.A., McFalls,J.M., Hoffmann,C., Filone,C.M., Stewart,S.M., Paragas,J., Khodjaev,S., Shermukhamedova,D., Schmaljohn,C.S., Doms,R.W., Bertolotti-Ciarlet,A.","University of Pennsylvania, Microbiology",USA,2005-02-16,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),5070,complete,undefined,M,1,Uzbekistan,Uzbekistan,,Alveonasus lahorensis,,,,,"Crimean-Congo hemorrhagic fever virus strain U2-2-002/U-6415 segment M, complete sequence"
KR821193,Orthonairovirus haemorrhagiae,GenBank,set:efb8f975aa57e5cec30df783ec9f05aa5a4826af,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,5180-ROS/HU-2011,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2011,,,"Orthonairovirus haemorrhagiae isolate 5180-ROS/HU-2011 envelope glycoprotein gene, partial cds"
MN866134,Orthonairovirus haemorrhagiae,GenBank,,,"Sahay,R.R., Dhandore,S., Chauhan,A., Bhatt,L., Garg,V., Gupta,N., Nyayanit,D.A., Shete,A.M., Singh,R., Patil,S., Sharma,H., Meena,D., Gawande,P., Kalele,K., Jain,R., Mali,D., Malhotra,B., Nag,V., Kaur,H., Singh,N., Singh,S., Gopalkrishnan,M., Yadav,P.D., Yadav,P.","National Institute of Virology, Maximum Containment Laboratory",India,2020-11-13,MCL-19-H-241,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1634,partial,,S,,India: Gujarat State,India,,Homo sapiens,,2019,,,"Orthonairovirus haemorrhagiae isolate MCL-19-H-241 segment S, complete sequence"
MN624448,Orthonairovirus haemorrhagiae,GenBank,,,"Volynkina,A., Kotenev,E., Kolosov,A.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-07-27,257-ROS/TI-2015,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Hyalomma marginatum,,2015-06-08,,,"Orthonairovirus haemorrhagiae isolate 257-ROS/TI-2015 nucleocapsid protein gene, partial cds"
PV033791,Orthonairovirus haemorrhagiae,GenBank,,,"Zhirova,A., Lisitskaya,Y., Volynkina,A., Manucharyan,A., Melik-Andreasyan,G.","Stavropol State Research Anti-Plague Institute, Laboratory for Diagnostics of Viral Infections",Russia,2025-03-01,372-ARM-TI-2022,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1449,partial,,S,,Armenia,Armenia,,Ixodoidea,,2022,,,"Orthonairovirus haemorrhagiae isolate 372-ARM-TI-2022 nucleocapsid protein gene, complete cds"
FJ435373,Orthonairovirus haemorrhagiae,GenBank,set:42ac5efde3ba844650b51106b5a75ac8c1115237,,"Burt,F.J., Paweska,J.T., Ashkettle,B., Swanepoel,R.","NHLS/UFS, Medical Virology",South Africa,2008-12-30,SPU 383/87,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),754,partial,,,,South Africa,South Africa,,Homo sapiens,,1987,,,"Crimean-Congo hemorrhagic fever virus isolate SPU 383/87 L protein gene, partial cds"
KT384404,Orthonairovirus haemorrhagiae,GenBank,set:60ba7e6b1ec976782d3042d9bd833295e63d8410,,"Yadav,P.D., Shete,A.M., Mourya,D.T.","National Institute of Virology, Maximum Containment Laboratory",India,2017-09-06,Amreli,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),823,partial,,M,,India,India,,,,2015,,,"UNVERIFIED: Orthonairovirus haemorrhagiae strain NIV1310776 glycoprotein precursor-like gene, partial sequence"
KR821406,Orthonairovirus haemorrhagiae,GenBank,set:da78079f284c14e5b2411cb35f2cfa464d32cbc3,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,1-STV/HU-2013,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 1-STV/HU-2013 envelope glycoprotein gene, partial cds"
AF432120,Orthonairovirus haemorrhagiae,GenBank,set:c9f74a1284a1dada7e34f168ec997df12ea25d70,,"Platonov,A.E., Karan,L.S., Shipulin,G.A., Maleev,V.V., Yazyshina,S.B., Obukhov,I.L., Antonov,V.A., Krasnova,E.M., Govorukhina,M.V., Shvager,M.M.",Central Research Institute of Epidemiology,Russia,2001-11-06,R-01-SED,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),215,partial,,S,,Russia,Russia,,Homo sapiens,,,,,"Crimean-Congo hemorrhagic fever virus isolate R-01-SED nucleoprotein gene, partial cds"
MH133292,Orthonairovirus haemorrhagiae,GenBank,set:73819f91890109079759ac9edfa95ed033c97518,,"Emmerich,P., Jakupi,X., von Possel,R., Berisha,L., Halili,B., Gunther,S., Cadar,D., Ahmeti,S., Schmidt-Chanasit,J.","Bernhard Nocht Institute for Tropical Medicine, Virology",Germany,2018-08-05,2013_17_266,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1673,partial,,S,1,Kosovo,Kosovo,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 2013_17_266 segment S nucleoprotein gene, complete cds"
PV246043,Orthonairovirus haemorrhagiae,GenBank,,,"Hellhammer,F., Becker,S.C.","University of Veterinary Medicine Hannover, Institute for Parasitology",Germany,2025-03-25,Z56,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),139,partial,,,,Cote d'Ivoire,Cote d'Ivoire,,,,2022-11-01,,,UNVERIFIED: Orthonairovirus haemorrhagiae isolate Z56 sequence
DQ983741,Crimean-Congo hemorrhagic fever virus CTF-Hu7/06,GenBank,set:04baa67803724444943635597950a5844e702b62,,"Midilli,K., Gargili,A., Yilmaz,G., Sengoz,G., Ozturk,R., Altas,K.","Cerrahpasa Medical Faculty of Istanbul University, Microbiology and Clinical Microbiology",Turkey,2006-09-17,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),599,partial,,S,,Turkey,Turkey,,Homo sapiens,blood,,,,"Crimean-Congo hemorrhagic fever virus CTF-Hu7/06 nucleoprotein gene, partial cds"
MN970064,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M.","National Institute of Health, Department of Virology",Pakistan,2020-08-26,CCHF-2011-43-NIH-PAK,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),260,partial,,S,,Pakistan,Pakistan,,Homo sapiens,blood,2011,,,"Orthonairovirus haemorrhagiae isolate CCHF-2011-43-NIH-PAK nucleocapsid protein gene, partial cds"
MN004864,Orthonairovirus haemorrhagiae,GenBank,set:64b7ac2778b71b17a81317cf3009d67f49b74ad4,,"Volynkina,A.S., Kotenev,E.S.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-01-18,104-ROS/HU-2016,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2016-06,,,"Orthonairovirus haemorrhagiae isolate 104-ROS/HU-2016 envelope glycoprotein gene, partial cds"
FJ392602,Orthonairovirus haemorrhagiae,GenBank,set:cda151b91e8635de73df7d687438b8696b5b5e3f,,"Gargili,A., Midilli,K., Ergonul,O., Ergin,S., Alp,H.G., Vatansever,Z., Iyisan,S., Cerit,C., Yilmaz,G., Altas,K., Estrada-Pena,A.","Cerrahpasa Medical Faculty of Istanbul University, Microbiology and Clinical Microbiology",Turkey,2008-11-12,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),449,partial,,S,1,Turkey,Turkey,,Hyalomma marginatum,,2008-06,,,"Crimean-Congo hemorrhagic fever virus strain Tr-T-06 structural capsid protein gene, partial cds"
KF425575,Orthonairovirus haemorrhagiae,GenBank,set:74b4360e6f857b8cbb188e1f22ea1917bca03cd2,,"Yashina,L.N., Malyshev,B.S., Volynkina,A.S.","State Research Center of Virology and Biotechnology ""Vector"", PCR Diagnostics",Russia,2014-11-30,STV/HU5315/2011,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),323,partial,,M,,Russia: Stavropol,Russia,,Homo sapiens,,2011,,,"Crimean-Congo hemorrhagic fever virus isolate STV/HU5315/2011 envelope glycoprotein gene, partial cds"
KJ682804,Orthonairovirus haemorrhagiae,GenBank,set:c42b1981e5c4719198dca279bea476d611ba6de3,,"Goedhals,D., Bester,P.A., Paweska,J.T., Swanepoel,R., Burt,F.J.","National Health Laboratory Services/University of the Free State, Medical Microbiology and Virology",South Africa,2014-07-06,SPU 497/88,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),12155,complete,,L,1,Namibia,Namibia,,Homo sapiens,,1988,,,"Crimean-Congo hemorrhagic fever virus isolate SPU 497/88 segment L, complete sequence"
DQ211644,Orthonairovirus haemorrhagiae,GenBank,set:4c6ec0ec9683791507bd07d31c393d7589e21c8c,,"Deyde,V.M., Khristova,M.L., Rollin,P.E., Ksiazek,T.G., Nichol,S.T.","Centers for Disease Control and Prevention, Special Pathogens Branch, Biotechnology Core Facility Branch",USA,2006-08-16,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1673,partial,,S,1,Russia,Russia,,Homo sapiens,,1967,,,"Crimean-Congo hemorrhagic fever virus strain Kashmanov segment S, complete sequence"
KX425593,Orthonairovirus haemorrhagiae,GenBank,set:38632f7c48e3e1c13c2475c65b26a92820eee729,,"Orkun,O., Karaer,Z., Cakmak,A., Nalbantoglu,S.","Ankara University Veterinary Faculty, Department of Parasitology",Turkey,2017-04-12,Orkun-Cbk/Dm-75A,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),280,partial,,,,Turkey,Turkey,,Dermacentor marginatus,,,,,"Orthonairovirus haemorrhagiae isolate Orkun-Cbk/Dm-75A S protein gene, partial cds"
