index	sample	cluster	step	(annotation) subject	(annotation) pident	(annotation) qlen	(annotation) slen	(annotation) length	(annotation) mismatch	(annotation) gapopen	(annotation) qstart	(annotation) qend	(annotation) sstart	(annotation) send	(annotation) evalue	(annotation) bitscore	(annotation) name	(annotation) level	(annotation) typing	(annotation) species	(annotation) taxid	(annotation) acronym	(annotation) acid	(annotation) circular	(annotation) segment	(annotation) host	(annotation) % contig aligned	(blast) subject	(blast) subject title	(blast) pident	(blast) qlen	(blast) slen	(blast) length	(blast) mismatch	(blast) gapopen	(blast) qstart	(blast) qend	(blast) sstart	(blast) send	(blast) evalue	(blast) bitscore	(checkv) contig_length	(checkv) provirus	(checkv) gene_count	(checkv) viral_genes	(checkv) host_genes	(checkv) checkv_quality	(checkv) miuvig_quality	(checkv) completeness	(checkv) completeness_method	(checkv) contamination	(checkv) kmer_freq	(cluster) centroid	(cluster) number of members	(cluster) cumulative read depth - spades [%]	(cluster) cumulative read depth - megahit [%]	(cluster) cumulative read depth - trinity [%]	(cluster) members	(quast) # N's	(quast) % N's	(quast) # N's per 100 kbp	(samtools Raw) total length	(samtools Raw) average length	(samtools Raw) average quality	(samtools Raw) error rate	(samtools Raw) mismatches	(samtools Raw) reads MQ0	(samtools Raw) reads mapped (R1+R2)	(samtools Raw) reads mapped %	(samtools Raw) reads unmapped (R1+R2)	(samtools Raw) reads unmapped %	(samtools Raw) reads QC failed	(samtools Raw) reads QC failed %	(samtools Raw) reads paired	(samtools Raw) reads paired %	(samtools Raw) reads properly paired	(samtools Raw) reads properly paired %	(samtools Raw) reads duplicated	(samtools Raw) reads duplicated %	(samtools Raw) non primary alignments	(samtools Raw) supplementary alignments	(samtools Raw) outward oriented pairs	(samtools Raw) inward oriented pairs	(samtools Raw) insert size average	(samtools Raw) insert size standard deviation	(samtools Raw) bases mapped	(samtools Raw) bases mapped cigar	(samtools Raw) bases trimmed	(samtools Raw) bases duplicated	(umitools) mapped reads (R1,R2)	(umitools) removed reads (R1,R2)	(umitools) deduplicated reads (R1,R2)	(umitools) positions deduplicated	(umitools) max UMI per position	(umitools) mean UMI per position	(umitools) total UMIs	(umitools) % passing	(umitools) unique UMIs	(samtools Post-dedup) total length	(samtools Post-dedup) average length	(samtools Post-dedup) average quality	(samtools Post-dedup) error rate	(samtools Post-dedup) mismatches	(samtools Post-dedup) reads MQ0	(samtools Post-dedup) reads mapped (R1+R2)	(samtools Post-dedup) reads mapped %	(samtools Post-dedup) reads unmapped (R1+R2)	(samtools Post-dedup) reads unmapped %	(samtools Post-dedup) reads QC failed	(samtools Post-dedup) reads QC failed %	(samtools Post-dedup) reads paired	(samtools Post-dedup) reads paired %	(samtools Post-dedup) reads properly paired	(samtools Post-dedup) reads properly paired %	(samtools Post-dedup) reads duplicated	(samtools Post-dedup) reads duplicated %	(samtools Post-dedup) non primary alignments	(samtools Post-dedup) supplementary alignments	(samtools Post-dedup) outward oriented pairs	(samtools Post-dedup) inward oriented pairs	(samtools Post-dedup) insert size average	(samtools Post-dedup) insert size standard deviation	(samtools Post-dedup) bases mapped	(samtools Post-dedup) bases mapped cigar	(samtools Post-dedup) bases trimmed	(samtools Post-dedup) bases duplicated	(ivar_variants) raw inserts	(ivar_variants) raw SNPs	(ivar_variants) raw deletions	(bcftools) number of indels	(bcftools) number of samples	(bcftools) number of SNPs	(bcftools) number of MNPs	(bcftools) number of no-ALTs	(bcftools) number of records	(bcftools) number of others	(bcftools) number of multiallelic sites	(bcftools) number of multiallelic SNP sites	(bcftools) number of transversions	(bcftools) transversion in 1st alternative	(bcftools) number of transitions	(bcftools) transistion in 1st alternative	(bcftools) transistions/transversions ratio	(bcftools) transition/transversion in 1st alternative	(bcftools) substitution T->C	(bcftools) substitution A->C	(bcftools) substitution C->A	(bcftools) substitution G->T	(bcftools) substitution A->T	(bcftools) substitution C->T	(bcftools) substitution T->G	(bcftools) substitution T->A	(bcftools) substitution G->C	(bcftools) substitution C->G	(bcftools) substitution G->A	(bcftools) substitution A->G	(general_stats) mosdepth Mean read depth	(general_stats) mosdepth Min read depth	(general_stats) mosdepth Max read depth	(general_stats) mosdepth Median read depth	(general_stats) mosdepth 1X coverage	(general_stats) mosdepth 5X coverage	(general_stats) mosdepth 10X coverage	(general_stats) mosdepth 50X coverage	(general_stats) mosdepth 100X coverage	(general_stats) mosdepth 200X coverage	(general_stats) mosdepth 500X coverage	(general_stats) mosdepth 750X coverage	(general_stats) mosdepth 1000X coverage	reference_distance	(checkv) warnings	(failed_mapped) mapped reads
LVE00063_cl0_it2	LVE00063	cl0	it2	MK107902:MK107902;	0.989	3286	3410	1749	19	0	85	1833	3358	1610	0.0	1161	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	53.23	OR493500.1	OR493500.1 |UNVERIFIED: Mammarenavirus lassaense strain OWEHDOG007OS genomic sequence|	85.843	3286.0	2979.0	1335.0	189.0	0.0	1936.0	3270.0	1338.0	4.0	0.0	1419.0	3286.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	31.04	AAI-based (high-confidence)	0.0	1.02	k141_9	2	83.74	77.02	0.0	NODE_1_length_1860_cov_55.285632,NODE_2_length_1587_cov_61.550685	0.0	0.0	0.0	1157167.0	150.0	33.5	0.001453014	1207.0	0.0	5583.0	72.4124513618677	2127.0	27.587548638132297	0.0	0.0	7710.0	100.0	5492.0	71.23216601815824	0.0	0.0	0.0	475.0	2241.0	505.0	137.1	80.0	854590.0	830687.0	0.0	0.0	3040.0	255.0	2785.0	1946.0	12.0	1.46	3038.0	91.61	1148.0	796349.0	151.0	33.5	0.00143878	1103.0	0.0	5279.0	100.0	0.0	0.0	0.0	0.0	5279.0	100.0	5218.0	98.84447812085622	0.0	0.0	0.0	148.0	2150.0	457.0	135.1	78.6	796349.0	766622.0	0.0	0.0	2.0	23.0	3.0	5.0	1.0	23.0	0.0	0.0	28.0	0.0	0.0	0.0	7.0	7.0	16.0	16.0	2.29	2.29	6.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	4.0	3.0	136.99	10.0	271.0	139.0	100.0	100.0	100.0	94.0	79.0	11.0	0.0	0.0	0.0	LVE00063-7072		
LVE00063_cl2_it2	LVE00063	cl2	it2	MK117931:MK117931;	0.949	1363	7234	1362	69	0	1	1362	2427	1066	6.428e-288	881	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1363.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	NODE_3_length_1363_cov_12.449838	1	6.6	6.16	0.0	k141_8	63.0	4.7	4695.52	1157167.0	150.0	33.5	0.001002438	74.0	0.0	522.0	6.770428015564202	7188.0	93.2295719844358	0.0	0.0	7710.0	100.0	502.0	6.511024643320364	0.0	0.0	0.0	82.0	217.0	43.0	128.3	85.4	82923.0	73820.0	0.0	0.0	310.0	52.0	258.0	183.0	9.0	1.45	310.0	83.23	98.0	73230.0	155.0	33.5	0.0009101988	59.0	0.0	472.0	100.0	0.0	0.0	0.0	0.0	472.0	100.0	456.0	96.61016949152544	0.0	0.0	0.0	22.0	200.0	34.0	128.4	84.1	73230.0	64821.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	6.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	28.43	0.0	82.0	26.0	95.0	95.0	95.0	12.0	0.0	0.0	0.0	0.0	0.0	LVE00063-7072		
LVE00063_cl0_it2	LVE00063	cl0	it2	MK107902:MK107902;	0.989	3286	3410	1749	19	0	85	1833	3358	1610	0.0	1161	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	53.23															3286.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	31.04	AAI-based (high-confidence)	0.0	1.02	k141_9	2	83.74	77.02	0.0	NODE_1_length_1860_cov_55.285632,NODE_2_length_1587_cov_61.550685	0.0	0.0	0.0	1157167.0	150.0	33.5	0.001453014	1207.0	0.0	5583.0	72.4124513618677	2127.0	27.587548638132297	0.0	0.0	7710.0	100.0	5492.0	71.23216601815824	0.0	0.0	0.0	475.0	2241.0	505.0	137.1	80.0	854590.0	830687.0	0.0	0.0	3040.0	255.0	2785.0	1946.0	12.0	1.46	3038.0	91.61	1148.0	796349.0	151.0	33.5	0.00143878	1103.0	0.0	5279.0	100.0	0.0	0.0	0.0	0.0	5279.0	100.0	5218.0	98.84447812085622	0.0	0.0	0.0	148.0	2150.0	457.0	135.1	78.6	796349.0	766622.0	0.0	0.0	2.0	23.0	3.0	5.0	1.0	23.0	0.0	0.0	28.0	0.0	0.0	0.0	7.0	7.0	16.0	16.0	2.29	2.29	6.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	4.0	3.0	136.99	10.0	271.0	139.0	100.0	100.0	100.0	94.0	79.0	11.0	0.0	0.0	0.0	LVE00063-6668		
LVE00063_cl1_it2	LVE00063	cl1	it2	MK117931:MK117931;	0.949	1363	7234	1362	69	0	1	1362	2427	1066	6.428e-288	881	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1363.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	NODE_3_length_1363_cov_12.449838	1	6.6	6.16	0.0	k141_8	63.0	4.7	4695.52	1157167.0	150.0	33.5	0.001002438	74.0	0.0	522.0	6.770428015564202	7188.0	93.2295719844358	0.0	0.0	7710.0	100.0	502.0	6.511024643320364	0.0	0.0	0.0	82.0	217.0	43.0	128.3	85.4	82923.0	73820.0	0.0	0.0	310.0	52.0	258.0	183.0	9.0	1.45	310.0	83.23	98.0	73230.0	155.0	33.5	0.0009101988	59.0	0.0	472.0	100.0	0.0	0.0	0.0	0.0	472.0	100.0	456.0	96.61016949152544	0.0	0.0	0.0	22.0	200.0	34.0	128.4	84.1	73230.0	64821.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	6.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	28.43	0.0	82.0	26.0	95.0	95.0	95.0	12.0	0.0	0.0	0.0	0.0	0.0	LVE00063-6668		
LVE00063_cl0_it2	LVE00063	cl0	it2	MK107902:MK107902;	0.989	3405	3410	1749	19	0	3363	1615	3358	1610	0.0	1159	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	51.37	MK117995.1	MK117995.1 |Mammarenavirus lassaense isolate LASV/H.sapiens-wt/NGA/2018/IRR_064 glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds|S	96.411	3405.0	3398.0	1811.0	64.0	1.0	1596.0	3405.0	1588.0	3398.0	0.0	3009.0	3405.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	32.17	AAI-based (high-confidence)	0.0	1.0	MK117995.1	3	83.74	77.02	0.0	k141_9,NODE_1_length_1860_cov_55.285632,NODE_2_length_1587_cov_61.550685	44.0	1.29	1292.22	1157167.0	150.0	33.5	0.001458844	1234.0	0.0	5596.0	72.5810635538262	2114.0	27.4189364461738	0.0	0.0	7710.0	100.0	5506.0	71.41374837872893	0.0	0.0	0.0	561.0	2329.0	424.0	138.4	79.9	855374.0	845875.0	0.0	0.0	3093.0	262.0	2831.0	1976.0	12.0	1.46	3093.0	91.53	1153.0	798491.0	151.0	33.5	0.001461276	1134.0	0.0	5301.0	100.0	0.0	0.0	0.0	0.0	5301.0	100.0	5239.0	98.83040935672514	0.0	0.0	0.0	184.0	2223.0	394.0	136.0	78.5	798491.0	776034.0	0.0	0.0	2.0	24.0	3.0	5.0	1.0	24.0	0.0	0.0	29.0	0.0	0.0	0.0	7.0	7.0	17.0	17.0	2.43	2.43	3.0	2.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	2.0	4.0	6.0	134.06	0.0	270.0	137.0	99.0	99.0	99.0	94.0	76.0	10.0	0.0	0.0	0.0	LVE00063-9496		
LVE00063_cl1_it2	LVE00063	cl1	it2	MK117931:MK117931;	0.949	1363	7234	1362	69	0	1	1362	2427	1066	6.428e-288	881	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1363.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	NODE_3_length_1363_cov_12.449838	1	6.6	6.16	0.0	k141_8	63.0	4.7	4695.52	1157167.0	150.0	33.5	0.001002438	74.0	0.0	522.0	6.770428015564202	7188.0	93.2295719844358	0.0	0.0	7710.0	100.0	502.0	6.511024643320364	0.0	0.0	0.0	82.0	217.0	43.0	128.3	85.4	82923.0	73820.0	0.0	0.0	310.0	52.0	258.0	183.0	9.0	1.45	310.0	83.23	98.0	73230.0	155.0	33.5	0.0009101988	59.0	0.0	472.0	100.0	0.0	0.0	0.0	0.0	472.0	100.0	456.0	96.61016949152544	0.0	0.0	0.0	22.0	200.0	34.0	128.4	84.1	73230.0	64821.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	6.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	28.43	0.0	82.0	26.0	95.0	95.0	95.0	12.0	0.0	0.0	0.0	0.0	0.0	LVE00063-9496		
LVE00063_cl1_it2	LVE00063	cl1	it2	MK107902:MK107902;	0.989	3286	3410	1749	19	0	85	1833	3358	1610	0.0	1161	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	53.23	OR041676.1	OR041676.1 |Mammarenavirus lassaense isolate G-27901-1-2 nucleoprotein (LASVsSgp1) and glycoprotein (LASVsSgp2) genes, complete cds|	78.395	3286.0	3327.0	3166.0	653.0	27.0	126.0	3276.0	25.0	3174.0	0.0	2049.0	3286.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	31.04	AAI-based (high-confidence)	0.0	1.02	k141_9	2	83.74	77.02	0.0	NODE_1_length_1860_cov_55.285632,NODE_2_length_1587_cov_61.550685	0.0	0.0	0.0	1157167.0	150.0	33.5	0.001453014	1207.0	0.0	5583.0	72.4124513618677	2127.0	27.587548638132297	0.0	0.0	7710.0	100.0	5492.0	71.23216601815824	0.0	0.0	0.0	475.0	2241.0	505.0	137.1	80.0	854590.0	830687.0	0.0	0.0	3040.0	255.0	2785.0	1946.0	12.0	1.46	3038.0	91.61	1148.0	796349.0	151.0	33.5	0.00143878	1103.0	0.0	5279.0	100.0	0.0	0.0	0.0	0.0	5279.0	100.0	5218.0	98.84447812085622	0.0	0.0	0.0	148.0	2150.0	457.0	135.1	78.6	796349.0	766622.0	0.0	0.0	2.0	23.0	3.0	5.0	1.0	23.0	0.0	0.0	28.0	0.0	0.0	0.0	7.0	7.0	16.0	16.0	2.29	2.29	6.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	4.0	3.0	136.99	10.0	271.0	139.0	100.0	100.0	100.0	94.0	79.0	11.0	0.0	0.0	0.0	LVE00063-7678		
LVE00063_cl2_it2	LVE00063	cl2	it2	MK117931:MK117931;	0.949	1363	7234	1362	69	0	1	1362	2427	1066	6.428e-288	881	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1363.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	NODE_3_length_1363_cov_12.449838	1	6.6	6.16	0.0	k141_8	63.0	4.7	4695.52	1157167.0	150.0	33.5	0.001002438	74.0	0.0	522.0	6.770428015564202	7188.0	93.2295719844358	0.0	0.0	7710.0	100.0	502.0	6.511024643320364	0.0	0.0	0.0	82.0	217.0	43.0	128.3	85.4	82923.0	73820.0	0.0	0.0	310.0	52.0	258.0	183.0	9.0	1.45	310.0	83.23	98.0	73230.0	155.0	33.5	0.0009101988	59.0	0.0	472.0	100.0	0.0	0.0	0.0	0.0	472.0	100.0	456.0	96.61016949152544	0.0	0.0	0.0	22.0	200.0	34.0	128.4	84.1	73230.0	64821.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	6.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	28.43	0.0	82.0	26.0	95.0	95.0	95.0	12.0	0.0	0.0	0.0	0.0	0.0	LVE00063-7678		
LVE00063_cl0_it2	LVE00063	cl0	it2	MK117931:MK117931;	0.738	7234	7234	6237	1634	0	6771	535	6771	535	0.0	2894	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	86.22	MK117931.1	MK117931.1 |Mammarenavirus lassaense isolate LASV/H.sapiens-wt/NGA/2018/IRR_100 Z protein (Z) and polymerase (L) genes, complete cds|L	95.812	7234.0	7234.0	1170.0	49.0	0.0	534.0	1703.0	534.0	1703.0	0.0	1978.0	7234.0	No	3.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.0	MK117931.1	12	12.54	22.96	0.0	k141_0,k141_10,k141_4,k141_6,k141_2,k141_3,k141_5,k141_7,k141_8,NODE_3_length_1363_cov_12.449838,NODE_4_length_502_cov_15.658667,NODE_6_length_156_cov_26.879859	2199.0	30.4	30398.12	1157167.0	150.0	33.5	0.004749754	1357.0	0.0	2018.0	26.17380025940337	5692.0	73.82619974059664	0.0	0.0	7710.0	100.0	1928.0	25.006485084306096	0.0	0.0	0.0	369.0	841.0	132.0	116.9	59.0	290128.0	285699.0	0.0	0.0	1203.0	152.0	1051.0	762.0	10.0	1.4	1195.0	87.36	387.0	268166.0	142.0	33.5	0.002494931	635.0	0.0	1884.0	100.0	0.0	0.0	0.0	0.0	1884.0	100.0	1827.0	96.97452229299364	0.0	0.0	0.0	109.0	798.0	122.0	116.8	59.4	268166.0	254516.0	0.0	0.0	1.0	73.0	4.0	5.0	1.0	73.0	0.0	0.0	78.0	0.0	0.0	0.0	37.0	37.0	36.0	36.0	0.97	0.97	6.0	4.0	2.0	8.0	6.0	10.0	6.0	6.0	4.0	1.0	11.0	9.0	20.71	0.0	133.0	18.0	70.0	70.0	61.0	9.0	1.0	0.0	0.0	0.0	0.0	LVE00063-6466	no viral genes detected	
LVE00063_cl1_it2	LVE00063	cl1	it2	MK107902:MK107902;	0.989	3286	3410	1749	19	0	85	1833	3358	1610	0.0	1161	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	53.23															3286.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	31.04	AAI-based (high-confidence)	0.0	1.02	k141_9	2	83.74	77.02	0.0	NODE_1_length_1860_cov_55.285632,NODE_2_length_1587_cov_61.550685	0.0	0.0	0.0	1157167.0	150.0	33.5	0.001453014	1207.0	0.0	5583.0	72.4124513618677	2127.0	27.587548638132297	0.0	0.0	7710.0	100.0	5492.0	71.23216601815824	0.0	0.0	0.0	475.0	2241.0	505.0	137.1	80.0	854590.0	830687.0	0.0	0.0	3040.0	255.0	2785.0	1946.0	12.0	1.46	3038.0	91.61	1148.0	796349.0	151.0	33.5	0.00143878	1103.0	0.0	5279.0	100.0	0.0	0.0	0.0	0.0	5279.0	100.0	5218.0	98.84447812085622	0.0	0.0	0.0	148.0	2150.0	457.0	135.1	78.6	796349.0	766622.0	0.0	0.0	2.0	23.0	3.0	5.0	1.0	23.0	0.0	0.0	28.0	0.0	0.0	0.0	7.0	7.0	16.0	16.0	2.29	2.29	6.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	4.0	3.0	136.99	10.0	271.0	139.0	100.0	100.0	100.0	94.0	79.0	11.0	0.0	0.0	0.0	LVE00063-6466		
LVE00063_cl1_it2	LVE00063	cl1	it2	MK107902:MK107902;	0.989	3286	3410	1749	19	0	85	1833	3358	1610	0.0	1161	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	53.23	OQ919510.1	OQ919510.1 |Mammarenavirus lassaense isolate G-26293-1-2 nucleoprotein (LASVsSgp1) and glycoprotein (LASVsSgp2) genes, complete cds|	78.504	3286.0	3295.0	2633.0	545.0	17.0	127.0	2751.0	27.0	2646.0	0.0	1714.0	3286.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	31.04	AAI-based (high-confidence)	0.0	1.02	k141_9	2	83.74	77.02	0.0	NODE_1_length_1860_cov_55.285632,NODE_2_length_1587_cov_61.550685	0.0	0.0	0.0	1157167.0	150.0	33.5	0.001453014	1207.0	0.0	5583.0	72.4124513618677	2127.0	27.587548638132297	0.0	0.0	7710.0	100.0	5492.0	71.23216601815824	0.0	0.0	0.0	475.0	2241.0	505.0	137.1	80.0	854590.0	830687.0	0.0	0.0	3040.0	255.0	2785.0	1946.0	12.0	1.46	3038.0	91.61	1148.0	796349.0	151.0	33.5	0.00143878	1103.0	0.0	5279.0	100.0	0.0	0.0	0.0	0.0	5279.0	100.0	5218.0	98.84447812085622	0.0	0.0	0.0	148.0	2150.0	457.0	135.1	78.6	796349.0	766622.0	0.0	0.0	2.0	23.0	3.0	5.0	1.0	23.0	0.0	0.0	28.0	0.0	0.0	0.0	7.0	7.0	16.0	16.0	2.29	2.29	6.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	4.0	3.0	136.99	10.0	271.0	139.0	100.0	100.0	100.0	94.0	79.0	11.0	0.0	0.0	0.0	LVE00063-7476		
LVE00063_cl2_it2	LVE00063	cl2	it2	MK117931:MK117931;	0.949	1363	7234	1362	69	0	1	1362	2427	1066	6.428e-288	881	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1363.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	NODE_3_length_1363_cov_12.449838	1	6.6	6.16	0.0	k141_8	63.0	4.7	4695.52	1157167.0	150.0	33.5	0.001002438	74.0	0.0	522.0	6.770428015564202	7188.0	93.2295719844358	0.0	0.0	7710.0	100.0	502.0	6.511024643320364	0.0	0.0	0.0	82.0	217.0	43.0	128.3	85.4	82923.0	73820.0	0.0	0.0	310.0	52.0	258.0	183.0	9.0	1.45	310.0	83.23	98.0	73230.0	155.0	33.5	0.0009101988	59.0	0.0	472.0	100.0	0.0	0.0	0.0	0.0	472.0	100.0	456.0	96.61016949152544	0.0	0.0	0.0	22.0	200.0	34.0	128.4	84.1	73230.0	64821.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	6.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	28.43	0.0	82.0	26.0	95.0	95.0	95.0	12.0	0.0	0.0	0.0	0.0	0.0	LVE00063-7476		
LVE00063_cl0_it2	LVE00063	cl0	it2	MK107961:MK107961;	0.993	3161	3410	1398	10	0	27	1424	104	1501	5.187e-316	974	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	44.23	MK117981.1	MK117981.1 |Mammarenavirus lassaense isolate LASV/H.sapiens-wt/NGA/2018/IRR_045 glycoprotein precursor (GPC) and nucleoprotein (NP) genes, partial cds|S	93.92	3161.0	3161.0	1398.0	85.0	0.0	27.0	1424.0	27.0	1424.0	0.0	2189.0	3161.0	No	2.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.0	MK117981.1	3	83.74	77.02	0.0	NODE_1_length_1860_cov_55.285632,NODE_2_length_1587_cov_61.550685,k141_9	514.0	16.29	16292.31	1157167.0	150.0	33.5	0.001315068	952.0	0.0	4981.0	64.60440985732815	2729.0	35.39559014267186	0.0	0.0	7710.0	100.0	4846.0	62.85343709468223	0.0	0.0	0.0	440.0	2043.0	382.0	133.2	77.3	777505.0	723917.0	0.0	0.0	2746.0	288.0	2458.0	1724.0	11.0	1.46	2719.0	89.51	1022.0	710082.0	154.0	33.5	0.001282773	845.0	0.0	4619.0	100.0	0.0	0.0	0.0	0.0	4619.0	100.0	4540.0	98.28967308941328	0.0	0.0	0.0	144.0	1918.0	352.0	131.8	76.6	710082.0	658729.0	0.0	0.0	0.0	20.0	2.0	2.0	1.0	20.0	0.0	0.0	22.0	0.0	0.0	0.0	6.0	6.0	14.0	14.0	2.33	2.33	3.0	1.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	3.0	3.0	4.0	121.79	0.0	270.0	136.0	84.0	84.0	84.0	82.0	70.0	10.0	0.0	0.0	0.0	LVE00063-7880	no viral genes detected	
LVE00063_cl1_it2	LVE00063	cl1	it2	MK117931:MK117931;	0.949	1363	7234	1362	69	0	1	1362	2427	1066	6.428e-288	881	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1363.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	NODE_3_length_1363_cov_12.449838	1	6.6	6.16	0.0	k141_8	63.0	4.7	4695.52	1157167.0	150.0	33.5	0.001002438	74.0	0.0	522.0	6.770428015564202	7188.0	93.2295719844358	0.0	0.0	7710.0	100.0	502.0	6.511024643320364	0.0	0.0	0.0	82.0	217.0	43.0	128.3	85.4	82923.0	73820.0	0.0	0.0	310.0	52.0	258.0	183.0	9.0	1.45	310.0	83.23	98.0	73230.0	155.0	33.5	0.0009101988	59.0	0.0	472.0	100.0	0.0	0.0	0.0	0.0	472.0	100.0	456.0	96.61016949152544	0.0	0.0	0.0	22.0	200.0	34.0	128.4	84.1	73230.0	64821.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	6.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	28.43	0.0	82.0	26.0	95.0	95.0	95.0	12.0	0.0	0.0	0.0	0.0	0.0	LVE00063-7880		
