"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"SRX25387944_cl1159_itvariant-calling"	"SRX25387944"	"cl1159"	"itvariant-calling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1771.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.18	"AAI-based (high-confidence)"	0.0	1.0	"no viral genes detected; low-confidence DTR"	1977636	"k141_55915"	2	0.1	0.11	0.0	"k141_40982,NODE_8406_length_1288_cov_2460.986831"	140.0	7.96	"7961.60"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX25387944_cl125_consensus"	"SRX25387944"	"cl125"	"consensus"	"MG919988:MG919988;"	"0.268"	"1829"	"15763"	"1371"	"992"	"0"	"154"	"1524"	"9701"	"11056"	"3.549e-28"	"124"	"Unclassified Arracacha virus 1"	"SPECIES"	"unknown"	"Unclassified Arracacha virus 1"	"2201042"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"74.96"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1829.0	"No"	""	1.0	1.0	0.0	"Low-quality"	"Genome-fragment"	0.25	"AAI-based (high-confidence)"	0.0	1.0	""	181084	"NODE_2796_length_1828_cov_474.049003"	6	0.14	0.17	0.0	"NODE_3373_length_1741_cov_1932.383693,k141_65841,k141_25498,k141_24173,NODE_35944_length_617_cov_118.244485,k141_47867"	34.0	1.86	"1858.94"	6441714320.0	147.0	36.6	0.04089961	443645.0	9.0	77648.0	0.17716816062175691	43749640.0	99.82283183937824	0.0	0.0	43827288.0	100.0	73684.0	0.16812356721684446	0.0	0.0	0.0	261.0	3091.0	33804.0	201.9	54.1	11444339.0	10847170.0	0.0	0.0	3822.0	0.0	43749640.0	31413.0	3809.0	261.0	36913.0	15200.0	0.440565	"Unknown Library"	6436645145.0	147.0	36.6	0.03994839	244354.0	5.0	43439.0	0.09919147269823161	43749640.0	99.90080852730176	0.0	0.0	43793079.0	100.0	43316.0	0.09891060639970073	0.0	0.0	0.0	261.0	2147.0	19552.0	202.3	57.2	6375164.0	6116743.0	0.0	0.0	0.0	287.0	1.0	1.0	1.0	287.0	0.0	0.0	288.0	0.0	0.0	0.0	64.0	64.0	144.0	144.0	2.25	2.25	48.0	5.0	6.0	6.0	9.0	41.0	6.0	19.0	7.0	6.0	30.0	25.0	2409.51	1.0	5452.0	1946.0	100.0	99.0	98.0	98.0	98.0	97.0	0.0	0.0	0.0
"SRX25387944_cl125_it1"	"SRX25387944"	"cl125"	"it1"	"MG919988:MG919988;"	"0.268"	"1829"	"15763"	"1371"	"992"	"0"	"154"	"1524"	"9701"	"11056"	"3.641e-28"	"124"	"Unclassified Arracacha virus 1"	"SPECIES"	"unknown"	"Unclassified Arracacha virus 1"	"2201042"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"74.96"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1829.0	"No"	""	1.0	1.0	0.0	"Low-quality"	"Genome-fragment"	0.24	"AAI-based (high-confidence)"	0.0	1.0	""	181084	"NODE_2796_length_1828_cov_474.049003"	6	0.14	0.17	0.0	"NODE_3373_length_1741_cov_1932.383693,k141_65841,k141_25498,k141_24173,NODE_35944_length_617_cov_118.244485,k141_47867"	44.0	2.41	"2405.69"	6441714320.0	147.0	36.6	0.03177558	349051.0	5.0	80345.0	0.1833218610286815	43746943.0	99.81667813897131	0.0	0.0	43827288.0	100.0	77192.0	0.1761277129445016	0.0	0.0	0.0	263.0	3253.0	35392.0	197.7	57.0	11840064.0	10984883.0	0.0	0.0	3019.0	0.0	43746943.0	31784.0	3011.0	263.0	38663.0	16296.0	0.443127	"Unknown Library"	6436439373.0	147.0	36.6	0.03200946	198735.0	4.0	44742.0	0.10217008091832959	43746943.0	99.89782991908167	0.0	0.0	43791685.0	100.0	44630.0	0.10191432460294689	0.0	0.0	0.0	263.0	2227.0	20126.0	199.5	59.3	6565117.0	6208634.0	0.0	0.0	0.0	274.0	1.0	1.0	1.0	274.0	0.0	0.0	275.0	0.0	0.0	0.0	68.0	68.0	154.0	154.0	2.26	2.26	51.0	6.0	8.0	6.0	9.0	43.0	6.0	19.0	7.0	7.0	33.0	27.0	2447.13	0.0	5656.0	1928.0	99.0	99.0	98.0	98.0	98.0	97.0	0.0	90.0	0.0
"SRX25387944_cl125_it2"	"SRX25387944"	"cl125"	"it2"	"MG919988:MG919988;"	"0.268"	"1829"	"15763"	"1371"	"992"	"0"	"154"	"1524"	"9701"	"11056"	"3.641e-28"	"124"	"Unclassified Arracacha virus 1"	"SPECIES"	"unknown"	"Unclassified Arracacha virus 1"	"2201042"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"74.96"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1829.0	"No"	""	1.0	1.0	0.0	"Low-quality"	"Genome-fragment"	0.24	"AAI-based (high-confidence)"	0.0	1.0	""	181084	"NODE_2796_length_1828_cov_474.049003"	6	0.14	0.17	0.0	"NODE_3373_length_1741_cov_1932.383693,k141_65841,k141_25498,k141_24173,NODE_35944_length_617_cov_118.244485,k141_47867"	36.0	2.02	"2022.96"	6441714320.0	147.0	36.6	0.02718142	299443.0	5.0	80941.0	0.18468174439632223	43746347.0	99.81531825560369	0.0	0.0	43827288.0	100.0	77168.0	0.17607295254043553	0.0	0.0	0.0	278.0	3243.0	35387.0	197.8	57.0	11929436.0	11016460.0	0.0	0.0	3643.0	0.0	43746347.0	31779.0	3634.0	278.0	38649.0	16288.0	0.447363	"Unknown Library"	6436348352.0	147.0	36.6	0.02869229	178245.0	4.0	44731.0	0.10214637785349791	43746347.0	99.8978536221465	0.0	0.0	43791078.0	100.0	44618.0	0.10188833442282468	0.0	0.0	0.0	278.0	2221.0	20125.0	199.6	59.2	6563468.0	6212297.0	0.0	0.0	0.0	267.0	1.0	1.0	1.0	267.0	0.0	0.0	268.0	0.0	0.0	0.0	69.0	69.0	160.0	160.0	2.32	2.32	53.0	6.0	8.0	7.0	9.0	46.0	6.0	19.0	7.0	7.0	34.0	27.0	2448.19	0.0	5653.0	1928.0	99.0	99.0	98.0	98.0	98.0	97.0	0.0	90.0	0.0
"SRX25387944_cl125_itvariant-calling"	"SRX25387944"	"cl125"	"itvariant-calling"	"MG919988:MG919988;"	"0.268"	"1829"	"15763"	"1371"	"992"	"0"	"154"	"1524"	"9701"	"11056"	"3.641e-28"	"124"	"Unclassified Arracacha virus 1"	"SPECIES"	"unknown"	"Unclassified Arracacha virus 1"	"2201042"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"74.96"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1829.0	"No"	""	1.0	1.0	0.0	"Low-quality"	"Genome-fragment"	0.24	"AAI-based (high-confidence)"	0.0	1.0	""	181084	"NODE_2796_length_1828_cov_474.049003"	6	0.14	0.17	0.0	"NODE_3373_length_1741_cov_1932.383693,k141_65841,k141_25498,k141_24173,NODE_35944_length_617_cov_118.244485,k141_47867"	23.0	1.26	"1257.52"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX25387944_cl1365_consensus"	"SRX25387944"	"cl1365"	"consensus"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2166.0	"No"	""	1.0	0.0	0.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	289935	"k141_53548"	8	0.14	0.15	0.0	"NODE_12205_length_1105_cov_1861.266473,NODE_17674_length_935_cov_65.025522,NODE_8664_length_1272_cov_720.853211,NODE_53384_length_446_cov_2252.541555,NODE_50011_length_472_cov_990.526316,k141_34081,k141_46988,k141_5353"	45.0	2.12	"2123.73"	6441714320.0	147.0	36.6	0.04223234	803124.0	37.0	136806.0	0.3121479932776128	43690482.0	99.6878520067224	0.0	0.0	43827288.0	100.0	135108.0	0.30827369468993837	0.0	0.0	0.0	378.0	6567.0	61042.0	200.5	56.6	20124702.0	19016801.0	0.0	0.0	1496.0	0.0	43690482.0	44605.0	1489.0	378.0	67655.0	32837.0	0.490936	"Unknown Library"	6431773344.0	147.0	36.6	0.0439544	425161.0	20.0	69643.0	0.15914716879807816	43690482.0	99.84085283120191	0.0	0.0	43760125.0	100.0	69488.0	0.1587929650566583	0.0	0.0	0.0	378.0	4152.0	30635.0	201.1	61.3	10183726.0	9672775.0	0.0	0.0	1.0	258.0	5.0	6.0	1.0	258.0	0.0	0.0	264.0	0.0	0.0	0.0	63.0	63.0	120.0	120.0	1.9	1.9	51.0	8.0	6.0	2.0	8.0	26.0	12.0	14.0	2.0	11.0	20.0	23.0	3224.47	0.0	10677.0	2887.0	100.0	96.0	85.0	71.0	71.0	70.0	69.0	0.0	0.0
"SRX25387944_cl1365_it1"	"SRX25387944"	"cl1365"	"it1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2150.0	"No"	""	1.0	0.0	0.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	289935	"k141_53548"	8	0.14	0.15	0.0	"NODE_12205_length_1105_cov_1861.266473,NODE_17674_length_935_cov_65.025522,NODE_8664_length_1272_cov_720.853211,NODE_53384_length_446_cov_2252.541555,NODE_50011_length_472_cov_990.526316,k141_34081,k141_46988,k141_5353"	84.0	3.91	"3906.98"	6441714320.0	147.0	36.6	0.03741267	713833.0	36.0	137103.0	0.3128256532779304	43690185.0	99.68717434672207	0.0	0.0	43827288.0	100.0	135508.0	0.3091863680910395	0.0	0.0	0.0	400.0	6566.0	61243.0	200.2	56.7	20165266.0	19079978.0	0.0	0.0	1353.0	0.0	43690185.0	44783.0	1346.0	400.0	67875.0	32929.0	0.490172	"Unknown Library"	6431769531.0	147.0	36.6	0.03933631	382089.0	19.0	69899.0	0.15973232592515132	43690185.0	99.84026767407485	0.0	0.0	43760084.0	100.0	69714.0	0.15930956622478146	0.0	0.0	0.0	400.0	4164.0	30737.0	200.7	61.3	10220477.0	9713392.0	0.0	0.0	2.0	238.0	2.0	4.0	1.0	238.0	0.0	0.0	242.0	0.0	0.0	0.0	67.0	67.0	121.0	121.0	1.81	1.81	53.0	8.0	7.0	3.0	7.0	26.0	13.0	15.0	2.0	12.0	22.0	20.0	3262.83	0.0	10701.0	2886.0	97.0	96.0	86.0	71.0	71.0	71.0	0.0	0.0	0.0
"SRX25387944_cl1365_it2"	"SRX25387944"	"cl1365"	"it2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2150.0	"No"	""	1.0	0.0	0.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	289935	"k141_53548"	8	0.14	0.15	0.0	"NODE_12205_length_1105_cov_1861.266473,NODE_17674_length_935_cov_65.025522,NODE_8664_length_1272_cov_720.853211,NODE_53384_length_446_cov_2252.541555,NODE_50011_length_472_cov_990.526316,k141_34081,k141_46988,k141_5353"	83.0	3.86	"3860.47"	6441714320.0	147.0	36.6	0.03722512	710120.0	37.0	137005.0	0.3126020482946606	43690283.0	99.68739795170534	0.0	0.0	43827288.0	100.0	135372.0	0.30887605913466515	0.0	0.0	0.0	421.0	6576.0	61164.0	200.3	56.6	20151579.0	19076366.0	0.0	0.0	1405.0	0.0	43690283.0	44740.0	1398.0	421.0	67800.0	32890.0	0.490332	"Unknown Library"	6431772941.0	147.0	36.6	0.03888808	377576.0	20.0	69827.0	0.15956769761319156	43690283.0	99.8404323023868	0.0	0.0	43760110.0	100.0	69654.0	0.15917236039854563	0.0	0.0	0.0	421.0	4170.0	30700.0	200.7	61.3	10210200.0	9709299.0	0.0	0.0	2.0	237.0	2.0	4.0	1.0	237.0	0.0	0.0	241.0	0.0	0.0	0.0	68.0	68.0	122.0	122.0	1.79	1.79	54.0	8.0	7.0	3.0	7.0	27.0	14.0	15.0	2.0	12.0	22.0	19.0	3261.14	0.0	10695.0	2894.0	97.0	96.0	86.0	71.0	71.0	71.0	70.0	0.0	0.0
"SRX25387944_cl1365_itvariant-calling"	"SRX25387944"	"cl1365"	"itvariant-calling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2147.0	"No"	""	1.0	0.0	0.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	289935	"k141_53548"	8	0.14	0.15	0.0	"NODE_12205_length_1105_cov_1861.266473,NODE_17674_length_935_cov_65.025522,NODE_8664_length_1272_cov_720.853211,NODE_53384_length_446_cov_2252.541555,NODE_50011_length_472_cov_990.526316,k141_34081,k141_46988,k141_5353"	77.0	3.59	"3586.40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX25387944_cl254_consensus"	"SRX25387944"	"cl254"	"consensus"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2329.0	"No"	""	4.0	0.0	0.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.03	"no viral genes detected"	3877	"k141_7753"	5	0.11	0.13	0.0	"NODE_97322_length_259_cov_23.849462,NODE_50904_length_465_cov_51.829082,NODE_5794_length_1473_cov_1905.879286,NODE_4405_length_1614_cov_276.530175,k141_8799"	222.0	9.53	"9531.99"	6441714320.0	147.0	36.6	0.03633847	338537.0	3.0	65559.0	0.14958488875697715	43761729.0	99.85041511124302	0.0	0.0	43827288.0	100.0	63614.0	0.14514701434412278	0.0	0.0	0.0	527.0	2366.0	29486.0	211.8	85.8	9651633.0	9316214.0	0.0	0.0	283.0	0.0	43761729.0	25699.0	269.0	527.0	32638.0	14156.0	0.435958	"Unknown Library"	6437483813.0	147.0	36.6	0.03967268	207153.0	2.0	36978.0	0.08442714986997218	43761729.0	99.91557285013003	0.0	0.0	43798707.0	100.0	35936.0	0.0820480842048602	0.0	0.0	0.0	527.0	1518.0	16482.0	212.0	91.8	5421126.0	5221553.0	0.0	0.0	4.0	279.0	4.0	8.0	1.0	279.0	0.0	0.0	287.0	0.0	0.0	0.0	30.0	30.0	36.0	36.0	1.2	1.2	6.0	4.0	2.0	5.0	6.0	10.0	4.0	6.0	2.0	1.0	10.0	10.0	1619.27	0.0	5201.0	1265.0	95.0	95.0	94.0	91.0	89.0	89.0	0.0	64.0	0.0
"SRX25387944_cl254_it1"	"SRX25387944"	"cl254"	"it1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2328.0	"No"	""	3.0	0.0	0.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.02	"no viral genes detected"	3877	"k141_7753"	5	0.11	0.13	0.0	"NODE_97322_length_259_cov_23.849462,NODE_50904_length_465_cov_51.829082,NODE_5794_length_1473_cov_1905.879286,NODE_4405_length_1614_cov_276.530175,k141_8799"	129.0	5.58	"5584.19"	6441714320.0	147.0	36.6	0.01514891	141973.0	3.0	65646.0	0.1497833952217167	43761642.0	99.85021660477828	0.0	0.0	43827288.0	100.0	63040.0	0.1438373280135426	0.0	0.0	0.0	672.0	2264.0	29262.0	218.0	101.5	9661769.0	9371827.0	0.0	0.0	274.0	0.0	43761642.0	25824.0	264.0	672.0	32686.0	14145.0	0.434969	"Unknown Library"	6437488005.0	147.0	36.6	0.0152567	80359.0	2.0	37092.0	0.08468737932014199	43761642.0	99.91531262067986	0.0	0.0	43798734.0	100.0	35630.0	0.08134938329496008	0.0	0.0	0.0	672.0	1456.0	16363.0	218.9	108.4	5435454.0	5267130.0	0.0	0.0	3.0	184.0	3.0	6.0	1.0	184.0	0.0	0.0	190.0	0.0	0.0	0.0	73.0	73.0	87.0	87.0	1.19	1.19	19.0	7.0	11.0	8.0	15.0	19.0	6.0	12.0	5.0	9.0	19.0	30.0	1640.28	0.0	5183.0	1273.0	95.0	95.0	94.0	91.0	89.0	89.0	0.0	0.0	0.0
"SRX25387944_cl254_it2"	"SRX25387944"	"cl254"	"it2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2328.0	"No"	""	3.0	0.0	0.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.02	"no viral genes detected"	3877	"k141_7753"	5	0.11	0.13	0.0	"NODE_97322_length_259_cov_23.849462,NODE_50904_length_465_cov_51.829082,NODE_5794_length_1473_cov_1905.879286,NODE_4405_length_1614_cov_276.530175,k141_8799"	127.0	5.46	"5455.33"	6441714320.0	147.0	36.6	0.01254503	117569.0	1.0	65630.0	0.14974688828567262	43761658.0	99.85025311171432	0.0	0.0	43827288.0	100.0	63020.0	0.14379169434348757	0.0	0.0	0.0	674.0	2280.0	29238.0	218.1	101.5	9660021.0	9371758.0	0.0	0.0	274.0	0.0	43761658.0	25906.0	264.0	674.0	32678.0	14110.0	0.434009	"Unknown Library"	6437498146.0	147.0	36.6	0.01323908	69859.0	1.0	37146.0	0.08481053500912948	43761658.0	99.91518946499087	0.0	0.0	43798804.0	100.0	35682.0	0.08146797798405636	0.0	0.0	0.0	674.0	1468.0	16378.0	219.0	108.3	5443847.0	5276725.0	0.0	0.0	3.0	182.0	3.0	6.0	1.0	182.0	0.0	0.0	188.0	0.0	0.0	0.0	67.0	67.0	86.0	86.0	1.28	1.28	18.0	7.0	12.0	7.0	14.0	19.0	6.0	12.0	2.0	7.0	19.0	30.0	1643.39	0.0	5201.0	1273.0	95.0	95.0	95.0	91.0	89.0	89.0	0.0	64.0	0.0
"SRX25387944_cl254_itvariant-calling"	"SRX25387944"	"cl254"	"itvariant-calling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2327.0	"No"	""	2.0	0.0	0.0	"Low-quality"	"Genome-fragment"	1.68	"AAI-based (medium-confidence)"	0.0	1.05	"no viral genes detected"	3877	"k141_7753"	5	0.11	0.13	0.0	"NODE_97322_length_259_cov_23.849462,NODE_50904_length_465_cov_51.829082,NODE_5794_length_1473_cov_1905.879286,NODE_4405_length_1614_cov_276.530175,k141_8799"	108.0	4.64	"4641.17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX25387944_cl439_consensus"	"SRX25387944"	"cl439"	"consensus"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1792.0	"No"	""	1.0	0.0	1.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	549779	"k141_62033"	7	0.11	0.22	0.0	"k141_52844,k141_52039,k141_8659,k141_51800,NODE_11255_length_1145_cov_48.710821,k141_44258,NODE_13381_length_1061_cov_3390.531377"	59.0	3.35	"3348.21"	6441714320.0	147.0	36.6	0.07940254	955336.0	0.0	87302.0	0.1991955331573334	43739986.0	99.80080446684266	0.0	0.0	43827288.0	100.0	86540.0	0.19745689032823568	0.0	0.0	0.0	243.0	4380.0	38954.0	203.8	57.1	12864434.0	12031555.0	0.0	0.0	576.0	0.0	43739986.0	33045.0	575.0	243.0	43363.0	19214.0	0.44676	"Unknown Library"	6435934092.0	147.0	36.6	0.07947301	524737.0	0.0	48299.0	0.11030119128894864	43739986.0	99.88969880871105	0.0	0.0	43788285.0	100.0	48170.0	0.11000659194576813	0.0	0.0	0.0	243.0	2983.0	21148.0	202.3	61.6	7084206.0	6602707.0	0.0	0.0	5.0	299.0	21.0	26.0	1.0	299.0	0.0	0.0	325.0	0.0	0.0	0.0	73.0	73.0	119.0	119.0	1.63	1.63	31.0	10.0	6.0	6.0	18.0	36.0	7.0	12.0	2.0	12.0	25.0	27.0	2667.11	1.0	6348.0	2620.0	100.0	95.0	90.0	88.0	86.0	85.0	0.0	0.0	0.0
