# id: 'checkv'
# section_name: 'CLUSTER: Checkv'
# format: 'tsv'
# description: 'Checkv assesses the quality of metagenome-assembled viral genomes. '
# plot_type: 'table'
"(checkv) contig_id"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"sample"	"cluster"	"step"
"Arya-MN090277_cl0_it2.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Arya-MN090277"	"cl0"	"it2"
"Arya-MN090277_cl0_itvariant-calling.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Arya-MN090277"	"cl0"	"itvariant-calling"
"Sansa-MN090277-MN090240_cl0_consensus"	9229	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Sansa-MN090277-MN090240"	"cl0"	"consensus"
"Sansa-MN090277-MN090240_cl0_it1.consensus_ivar"	9229	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Sansa-MN090277-MN090240"	"cl0"	"it1"
"Sansa-MN090277-MN090240_cl0_it2.consensus_ivar"	9229	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Sansa-MN090277-MN090240"	"cl0"	"it2"
"Sansa-MN090277-MN090240_cl0_itvariant-calling.consensus_ivar"	9229	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Sansa-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Bran-virosaurus_cl0_consensus"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-virosaurus"	"cl0"	"consensus"
"Bran-virosaurus_cl0_it1.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-virosaurus"	"cl0"	"it1"
"Bran-virosaurus_cl0_it2.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-virosaurus"	"cl0"	"it2"
"Bran-virosaurus_cl0_itvariant-calling.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-virosaurus"	"cl0"	"itvariant-calling"
"Sansa-reference_cl3_consensus"	9029	"No"	""	8	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Sansa-reference"	"cl3"	"consensus"
"Sansa-reference_cl3_it1.consensus_ivar"	9022	"No"	""	16	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Sansa-reference"	"cl3"	"it1"
"Sansa-reference_cl3_it2.consensus_ivar"	9022	"No"	""	16	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Sansa-reference"	"cl3"	"it2"
"Sansa-reference_cl3_itvariant-calling.consensus_ivar"	9022	"No"	""	16	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Sansa-reference"	"cl3"	"itvariant-calling"
"Bran-MN090188_cl0_consensus_consensus"	9056	"No"	""	7	6	0	"High-quality"	"High-quality"	99.91	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-MN090188"	"cl0"	"consensus"
"Bran-MN090188_cl0_it1.consensus_ivar"	9056	"No"	""	7	6	0	"High-quality"	"High-quality"	99.91	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-MN090188"	"cl0"	"it1"
"Bran-MN090188_cl0_it2.consensus_ivar"	9056	"No"	""	7	6	0	"High-quality"	"High-quality"	99.91	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-MN090188"	"cl0"	"it2"
"Bran-MN090188_cl0_itvariant-calling.consensus_ivar"	9056	"No"	""	7	6	0	"High-quality"	"High-quality"	99.91	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-MN090188"	"cl0"	"itvariant-calling"
"Jaime-MN090277-MZ766668_cl0_consensus"	9219	"No"	""	5	4	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Jaime-MN090277-MZ766668"	"cl0"	"consensus"
"Jaime-MN090277-MZ766668_cl0_it1.consensus_ivar"	9185	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Jaime-MN090277-MZ766668"	"cl0"	"it1"
"Jaime-MN090277-MZ766668_cl0_it2.consensus_ivar"	9173	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Jaime-MN090277-MZ766668"	"cl0"	"it2"
"Jaime-MN090277-MZ766668_cl0_itvariant-calling.consensus_ivar"	9173	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Jaime-MN090277-MZ766668"	"cl0"	"itvariant-calling"
"Daenerys-MN090277_cl0_consensus"	9262	"No"	""	9	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Daenerys-MN090277"	"cl0"	"consensus"
"Daenerys-MN090277_cl0_it1.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Daenerys-MN090277"	"cl0"	"it1"
"Daenerys-MN090277_cl0_it2.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Daenerys-MN090277"	"cl0"	"it2"
"Daenerys-MN090277_cl0_itvariant-calling.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Daenerys-MN090277"	"cl0"	"itvariant-calling"
"Theon-MN090240_cl0_consensus"	9015	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Theon-MN090240"	"cl0"	"consensus"
"Theon-MN090240_cl0_it1.consensus_ivar"	9015	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Theon-MN090240"	"cl0"	"it1"
"Theon-MN090240_cl0_it2.consensus_ivar"	9015	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Theon-MN090240"	"cl0"	"it2"
"Theon-MN090240_cl0_itvariant-calling.consensus_ivar"	9015	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Theon-MN090240"	"cl0"	"itvariant-calling"
"Jaime-virosaurus_cl1_consensus"	9922	"No"	""	10	8	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Jaime-virosaurus"	"cl1"	"consensus"
"Jaime-virosaurus_cl1_it1.consensus_ivar"	9916	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	"low-confidence DTR"	"Jaime-virosaurus"	"cl1"	"it1"
"Jaime-virosaurus_cl1_it2.consensus_ivar"	9894	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	"low-confidence DTR"	"Jaime-virosaurus"	"cl1"	"it2"
"Jaime-virosaurus_cl1_itvariant-calling.consensus_ivar"	9896	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	"low-confidence DTR"	"Jaime-virosaurus"	"cl1"	"itvariant-calling"
"Jaime-reference_cl0_consensus"	12446	"No"	""	14	9	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.67	"high kmer_freq may indicate large duplication"	"Jaime-reference"	"cl0"	"consensus"
"Jaime-reference_cl0_it1.consensus_ivar"	12418	"No"	""	13	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.64	"high kmer_freq may indicate large duplication"	"Jaime-reference"	"cl0"	"it1"
"Jaime-reference_cl0_it2.consensus_ivar"	12418	"No"	""	13	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.5	"high kmer_freq may indicate large duplication"	"Jaime-reference"	"cl0"	"it2"
"Jaime-reference_cl0_itvariant-calling.consensus_ivar"	12448	"No"	""	13	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.41	""	"Jaime-reference"	"cl0"	"itvariant-calling"
"Bran-MN090277-MN090240_cl0_consensus"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277-MN090240"	"cl0"	"consensus"
"Bran-MN090277-MN090240_cl0_it1.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277-MN090240"	"cl0"	"it1"
"Bran-MN090277-MN090240_cl0_it2.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277-MN090240"	"cl0"	"it2"
"Bran-MN090277-MN090240_cl0_itvariant-calling.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Bran-MN090277-MZ766668_cl0_consensus"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277-MZ766668"	"cl0"	"consensus"
"Bran-MN090277-MZ766668_cl0_it1.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277-MZ766668"	"cl0"	"it1"
"Bran-MN090277-MZ766668_cl0_it2.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277-MZ766668"	"cl0"	"it2"
"Bran-MN090277-MZ766668_cl0_itvariant-calling.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277-MZ766668"	"cl0"	"itvariant-calling"
