# id: 'contig_overview'
# section_name: 'CLUSTER: Clusters overview'
# format: 'tsv'
# description: 'Concatenation information of multiple tools regarding the clusters and the different iterations of them'
# plot_type: 'table'
"index"	"sample name"	"cluster"	"step"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(picard_dups) unpaired reads examined"	"(picard_dups) read pair optical duplicates"	"(picard_dups) unmapped reads"	"(picard_dups) estimated library size"	"(picard_dups) unpaired read duplicates"	"(picard_dups) secondary or supplementary rds"	"(picard_dups) read pairs examined"	"(picard_dups) read pair duplicates"	"(picard_dups) % duplication"	"(picard_dups) library"	"(samtools_stats) sequences"	"(samtools_stats) reads paired %"	"(samtools_stats) average length"	"(samtools_stats) is sorted"	"(samtools_stats) bases mapped (cigar)"	"(samtools_stats) reads QC failed %"	"(samtools_stats) reads unmapped"	"(samtools_stats) reads unmapped %"	"(samtools_stats) reads properly paired %"	"(samtools_stats) average quality"	"(samtools_stats) reads paired"	"(samtools_stats) non-primary alignments"	"(samtools_stats) supplementary alignments"	"(samtools_stats) reads mapped"	"(samtools_stats) reads mapped %"	"(samtools_stats) bases trimmed"	"(samtools_stats) bases duplicated"	"(samtools_stats) reads properly paired"	"(samtools_stats) outward oriented pairs"	"(samtools_stats) reads duplicated"	"(samtools_stats) reads duplicated %"	"(samtools_stats) bases mapped"	"(samtools_stats) insert size average"	"(samtools_stats) insert size standard deviation"	"(samtools_stats) inward oriented pairs"	"(samtools_stats) error rate"	"(samtools_stats) mismatches"	"(samtools_stats) reads MQ0"	"(samtools_stats) total length"	"(samtools_stats) reads QC failed"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools_stats) number of indels"	"(bcftools_stats) number of samples"	"(bcftools_stats) number of SNPs"	"(bcftools_stats) number of MNPs"	"(bcftools_stats) number of no-ALTs"	"(bcftools_stats) number of records"	"(bcftools_stats) number of others"	"(bcftools_stats) number of multiallelic sites"	"(bcftools_stats) number of multiallelic SNP sites"	"(bcftools_stats) number of transversions"	"(bcftools_stats) transversion in 1st alternative"	"(bcftools_stats) number of transitions"	"(bcftools_stats) transistion in 1st alternative"	"(bcftools_stats) transistions/transversions ratio"	"(bcftools_stats) transition/transversion in 1st alternative"	"(bcftools_stats) substitution T->C"	"(bcftools_stats) substitution A->C"	"(bcftools_stats) substitution C->A"	"(bcftools_stats) substitution G->T"	"(bcftools_stats) substitution A->T"	"(bcftools_stats) substitution C->T"	"(bcftools_stats) substitution T->G"	"(bcftools_stats) substitution T->A"	"(bcftools_stats) substitution G->C"	"(bcftools_stats) substitution C->G"	"(bcftools_stats) substitution G->A"	"(bcftools_stats) substitution A->G"	"(multiqc) mosdepth 1X coverage"	"(multiqc) mosdepth 5X coverage"	"(multiqc) mosdepth 10X coverage"	"(multiqc) mosdepth 50X coverage"	"(multiqc) mosdepth Median read depth"	"(multiqc) mosdepth Mean read depth"	"(multiqc) mosdepth Min read depth"	"(multiqc) mosdepth Max read depth"
"Sansa-virosaurus_cl8_consensus"	"Sansa-virosaurus"	"cl8"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	8971.0	"No"	""	12.0	9.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	11.0	0.13	"133.76"	22319.0	0.0	50409.0	1655084.0	22316.0	59151.0	1963636.0	813866.0	0.417777	"Unknown Library"	2349952.0	100.0	301.0	1.0	589259003.0	0.0	50409.0	2.1451076447518926	97.5174812081268	33.0	2349952.0	0.0	59151.0	2299543.0	97.8548923552481	0.0	0.0	2291614.0	0.0	0.0	0.0	692162443.0	737.7	111.9	1147718.0	0.04251143	25050240.0	2753.0	707335552.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	96.0	95.0	95.0	94.0	81655.0	65646.37	0.0	90533.0
"Sansa-virosaurus_cl8_it1"	"Sansa-virosaurus"	"cl8"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	8960.0	"No"	""	13.0	10.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	472.0	5.27	"5267.86"	181.0	0.0	181.0	1657574.0	179.0	311586.0	1999819.0	838275.0	0.419201	"Unknown Library"	2323271.0	100.0	301.0	1.0	675959160.0	0.0	181.0	0.007790739866335	99.72052334833089	33.0	2323271.0	0.0	311586.0	2323090.0	99.99220926013366	0.0	0.0	2316778.0	0.0	0.0	0.0	699250090.0	761.9	96.0	1159804.0	0.02871584	19410738.0	1.0	699304571.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	97.0	97.0	97.0	96.0	81915.0	75306.28	0.0	104245.0
"Sansa-virosaurus_cl8_it2"	"Sansa-virosaurus"	"cl8"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	8907.0	"No"	""	14.0	11.0	0.0	"High-quality"	"High-quality"	99.82	"AAI-based (high-confidence)"	0.0	1.0	""	308.0	3.47	"3469.18"	140.0	0.0	140.0	1651556.0	139.0	182133.0	1999860.0	840353.0	0.420226	"Unknown Library"	2319155.0	100.0	301.0	1.0	680460133.0	0.0	140.0	0.0060366814637227	99.70907507260188	33.0	2319155.0	0.0	182133.0	2319015.0	99.99396331853627	0.0	0.0	2312408.0	0.0	0.0	0.0	698023515.0	762.7	92.1	1157818.0	0.02677998	18222707.0	2.0	698065655.0	0.0	6.0	315.0	2.0	8.0	1.0	315.0	0.0	0.0	323.0	0.0	0.0	0.0	8.0	8.0	247.0	247.0	30.88	30.88	6.0	0.0	1.0	1.0	3.0	2.0	2.0	0.0	1.0	0.0	40.0	199.0	97.0	97.0	97.0	97.0	81924.0	76172.61	0.0	93200.0
"Sansa-virosaurus_cl8_itvariant-calling"	"Sansa-virosaurus"	"cl8"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	8912.0	"No"	""	15.0	12.0	0.0	"High-quality"	"High-quality"	98.77	"AAI-based (high-confidence)"	0.0	1.0	""	247.0	2.78	"2782.76"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Theon-MN090240_cl0_consensus"	"Theon-MN090240"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9015.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	0.0	0.0	0.0	1385806.0	0.0	0.0	500000.0	80264.0	0.160528	"Unknown Library"	839472.0	100.0	301.0	1.0	252440669.0	0.0	0.0	0.0	99.89112203861474	32.7	839472.0	0.0	0.0	839472.0	100.0	0.0	0.0	838558.0	0.0	0.0	0.0	252681072.0	770.8	73.5	419736.0	0.01000273	2525095.0	0.0	252681072.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	30584.0	28002.21	0.0	31060.0
"Theon-MN090240_cl0_it1"	"Theon-MN090240"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9015.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.01	"11.09"	0.0	0.0	0.0	1385806.0	0.0	0.0	500000.0	80264.0	0.160528	"Unknown Library"	839472.0	100.0	301.0	1.0	252440669.0	0.0	0.0	0.0	99.89112203861474	32.7	839472.0	0.0	0.0	839472.0	100.0	0.0	0.0	838558.0	0.0	0.0	0.0	252681072.0	770.8	73.5	419736.0	0.01000273	2525095.0	0.0	252681072.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	30584.0	28002.21	0.0	31060.0
"Theon-MN090240_cl0_it2"	"Theon-MN090240"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9015.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.01	"11.09"	0.0	0.0	0.0	1385806.0	0.0	0.0	500000.0	80264.0	0.160528	"Unknown Library"	839472.0	100.0	301.0	1.0	252440669.0	0.0	0.0	0.0	99.89112203861474	32.7	839472.0	0.0	0.0	839472.0	100.0	0.0	0.0	838558.0	0.0	0.0	0.0	252681072.0	770.8	73.5	419736.0	0.01000273	2525095.0	0.0	252681072.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	100.0	100.0	100.0	100.0	30584.0	28002.21	0.0	31060.0
"Theon-MN090240_cl0_itvariant-calling"	"Theon-MN090240"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9015.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.01	"11.09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Theon-MN090277-MN090240_cl0_consensus"	"Theon-MN090277-MN090240"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9225.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	0.0	0.0	"0.00"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252427129.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.00999742	2523620.0	0.0	252679266.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	97.0	97.0	97.0	97.0	30578.0	27363.29	0.0	31060.0
"Theon-MN090277-MN090240_cl0_it1"	"Theon-MN090277-MN090240"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9225.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	231.0	2.5	"2504.07"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252429254.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.009997375	2523630.0	0.0	252679266.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	98.0	98.0	98.0	98.0	30578.0	27363.52	0.0	31060.0
"Theon-MN090277-MN090240_cl0_it2"	"Theon-MN090277-MN090240"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9225.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	228.0	2.48	"2482.38"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252430291.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.009997457	2523661.0	0.0	252679266.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	98.0	98.0	98.0	30578.0	27363.63	0.0	31060.0
"Theon-MN090277-MN090240_cl0_itvariant-calling"	"Theon-MN090277-MN090240"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9225.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	226.0	2.46	"2460.70"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Theon-MN090277_cl0_consensus"	"Theon-MN090277"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9225.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	0.0	0.0	"0.00"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252427129.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.00999742	2523620.0	0.0	252679266.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	97.0	97.0	97.0	97.0	30578.0	27363.29	0.0	31060.0
"Theon-MN090277_cl0_it1"	"Theon-MN090277"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9225.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	231.0	2.5	"2504.07"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252429254.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.009997375	2523630.0	0.0	252679266.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	98.0	98.0	98.0	98.0	30578.0	27363.52	0.0	31060.0
"Theon-MN090277_cl0_it2"	"Theon-MN090277"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9225.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	228.0	2.48	"2482.38"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252430291.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.009997457	2523661.0	0.0	252679266.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	98.0	98.0	98.0	30578.0	27363.63	0.0	31060.0
"Theon-MN090277_cl0_itvariant-calling"	"Theon-MN090277"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9225.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	226.0	2.46	"2460.70"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Theon-reference_cl0_consensus"	"Theon-reference"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9288.0	"No"	""	15.0	13.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	0.0	0.0	"0.00"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252427129.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.00999742	2523620.0	0.0	252679266.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	97.0	97.0	97.0	97.0	30576.0	27177.69	0.0	31060.0
"Theon-reference_cl0_it1"	"Theon-reference"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9288.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	293.0	3.17	"3165.37"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252428347.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.00999766	2523693.0	0.0	252679266.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	97.0	97.0	97.0	97.0	30576.0	27177.82	0.0	31060.0
"Theon-reference_cl0_it2"	"Theon-reference"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9288.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	291.0	3.14	"3143.84"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252430203.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.00999729	2523618.0	0.0	252679266.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	97.0	97.0	97.0	30576.0	27178.02	0.0	31060.0
"Theon-reference_cl0_itvariant-calling"	"Theon-reference"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9288.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	290.0	3.13	"3133.07"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Theon-virosaurus_cl0_consensus"	"Theon-virosaurus"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9288.0	"No"	""	15.0	13.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	0.0	0.0	"0.00"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252427129.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.00999742	2523620.0	0.0	252679266.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	97.0	97.0	97.0	97.0	30576.0	27177.69	0.0	31060.0
"Theon-virosaurus_cl0_it1"	"Theon-virosaurus"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9288.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	293.0	3.17	"3165.37"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252428347.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.00999766	2523693.0	0.0	252679266.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	97.0	97.0	97.0	97.0	30576.0	27177.82	0.0	31060.0
"Theon-virosaurus_cl0_it2"	"Theon-virosaurus"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9288.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	291.0	3.14	"3143.84"	0.0	0.0	0.0	1385748.0	0.0	0.0	500000.0	80267.0	0.160534	"Unknown Library"	839466.0	100.0	301.0	1.0	252430203.0	0.0	0.0	0.0	99.8911212604203	32.7	839466.0	0.0	0.0	839466.0	100.0	0.0	0.0	838552.0	0.0	0.0	0.0	252679266.0	770.8	73.5	419733.0	0.00999729	2523618.0	0.0	252679266.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	97.0	97.0	97.0	30576.0	27178.02	0.0	31060.0
"Theon-virosaurus_cl0_itvariant-calling"	"Theon-virosaurus"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9288.0	"No"	""	14.0	12.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	290.0	3.13	"3133.07"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
